dato,predicciones
felicidades por recapacitar está primero el proyecto nacional que los intereses personales,positivo
contigo siempre marcelo ebrard,negativo
saludos marcelo,positivo
ya es hora de madurar marcelo y demostrar que estas por convicción y no por ambición ,positivo
felicidades marcelo ebrard por mantenerte en el camino correcto ,positivo
lo que se tiene que hacer en méxico con tal de no perder el hueso son una vergüenza todostodos me decepcionaron urge implementar el modelo de política que esta llevándose en el salvador urge,negativo
usted no podía faltar en este equipo ,positivo
la unión hace la fuerza vivala4ta ,positivo
felicidades lic marcelo ebrad un lider con visión que busca lo mejor para nuestro país es inteligente con visión,positivo
debiste ser tú marcelo podías seguir con la transformación pero sin someterte e innovado en el camino que ya se inició o era por marcelo o era por mc,positivo
excelente siempre son tiempos de sumar saludos,positivo
esperemos que así sea y de verdad la apoyes marcelohasta ahora no te has disculpado públicamente ti sabrás si no vuelves a cometer errores,negativo
parece ya una novela de televisa desde desvío de recursos para amlo a sus campañas presidenciales por marcelo ebrard pasando por la traición del amlo para auto imponer a la servicial claudia para presidenta seguido del rompimiento de esa unión política hasta llegar ala reconciliación para llegar al poder todo lo que se hace por avaricia y poder mientras el pueblo ignorante se sube al tren del mame con su inexistente 4tranza digo transformación,negativo
no cabe duda que marcelo es un gran ser humano un hombre que ha demostrado sl pueblo ser humilde congruente inteligente y que sabe mucho de política el idoneo para llevar a cabo al 100 la 4 t nuestro apoyo es todo suyo adelante marcelo ebrard,positivo
no mi amigo vamos suena a manada ya no es lo mismo ya no hay confianza en ti tu orgullo se acabó con la 4t estabas arriba pero solito bajaste tu popularidad así q no creo q algún día seas presidente traes la sangre de los priistas,positivo
dios lo bendiga lic marcelo me hubiera gustado k usted fuera nuestro nuevo presidente de méxico  pero como siempre ya tienen a quien va a kedar  k lástima  k no lo dejarán  pero así es la política siempre favoritismos  como siempre pero estamos con usted lic marcelo ebrard ,negativo
exelente fotounidad ante todo,positivo
marcelo muy bien ,negativo
ya se te bajo el berrinche no te queda más que unirte con tu contrincante pues ni modo así son las cuestiones políticas perdiste y pues no te queda de otra más que unirte con claudia,negativo
el cierre de campaña es de claudia no tuyo marcelo ebrard para que la porra tan obvia que llevaste cuando llegaste y te fuiste sera para que no escucharan los abucheos que te lanzaron o los gritos de traidor que es una verdad absoluta,negativo
has caído muy bajo marcelo ‍,negativo
le tocaba desde el 2012 pero se la han negado mucho este hombre ha tenido más paciencia que el kks como no iba a hacer berrinche si de la nada le dieron el dedazo a claudia,negativo
bien marcelo,negativo
nada más espero que no te trate igual que lópez obrador saludos cordiales amigo marcelo,positivo
era simpatizante de ebrard pero desde que renunció a todo ya no prefiero que meanulen mi voto,negativo
se van a dar cuenta a la mala que el indicado era marcelo ebrard,negativo
excelente,positivo
excelente marcelo que alegría verte integrado y unido para continuar con la transformación,positivo
excelentemarcelo ebrard el apoyo es incondicional,positivo
a seguir construyendo que siga la 4t,negativo
felicidades por su sabia decisión,positivo
así nos gusta  que te alinees con el mero mero viejito cebollitas sabedor,negativo
felicidades exelente amigo marcelo ebrard la sencillez y su lealtad al proyecto de la 4 transformación,positivo
eso es madures política y cultura política,positivo
un abrazote desde el municipio de corregidora qro,positivo
excelente muy bien,positivo
es grande marcelo pongamos a chiapas en la agenda con prioridad de una transformación,positivo
viva la 4t,negativo
viva la 4t,negativo
vallan a dar abrazos todos ustedes para ver si ya para la violencia e inseguridad en todo el país,positivo
animo marcelo y si como ya lo dijeron si se pide unidad que sea con sinceridad animoooo,positivo
al 100 todos con morena,positivo
me da gusto verlo con claudia,negativo
un fuerte abrazo fraternal lic marcelo ebrard,positivo
estamos contigo marcelo ebrard  hasta donde tope ,negativo
vamos por la grandeza de méxico ,positivo
bien marcelo este proyecto es de todos necesitamos lo mejor de méxico y tú eres uno de ellos cerremos filas por méxico ,positivo
cuando ya no tuvo oportunidad en otro partidose acerca a claudiaojo con este político oportunistano es lo que necesita méxico y el pueblo de méxicono lo eligiría presidente de méxicoterminan,negativo
do claudiahay otros actores políticos que han estado a la altura de las circunstancias,positivo
tienes que hacer tu orgullo pedazos marcelo ebrard por el bien de méxico y por tu bien,positivo
trampas exceso de gastos mentir en montos de gastos pasarse la ley por el arco del triunfo haciendo campaña fuera de tiempos establecidos tener y usar recursos ilimitados contar con el apoyo de recursos públicos tener una contienda dispar no se me hace una persona que concuerde palabras con hechos se requiere tengamos una tercera opción ni xochitl ni sheimbaum requerimos opción quien no concordamos con ambas y creo que somos muchos,negativo
grande marcelo ebrard,negativo
muchas felicidades a todos ,positivo
exelente decisión que tomo seguir en la 4t usted es un elemento muy necesario en el movimiento,negativo
unidad con voluntad que siga la transformación  por el rumbo de nuestra patria ,positivo
saludos al carnal marcelo,positivo
usted será presidente para el 2030 paciencia,negativo
y ahora que paso mrs no que muy canchachan lo mando aplacar el patrón verdad,negativo
sabes q eres el sucesor de claudia animo,negativo
claudia va a poder ahora si que tiemblen los corruptos y chayoteros el presidente se pone de pechito y ellos lo atacan pensando que claudia va a ser igual pero creo que se equivocan ahora si a temblar todo mundo ,negativo
juntos el que se aferró a inaugurar la línea 12 con miles de faltantes de obra y la que omitió el mantenimiento y desapareció bitácoras solo en méxico porque se les permite criminales van a la boleta electoral entre víboras se arrastran,positivo
me imagino que de ese tamaño de humillación y de bajar la cabeza al régimen actual y a la impuesta debe ser la promesa de alguna gubernatura o cancillería en algún país chipocles o seguro te dará algun puesto importante en el gabinete de titinasi ganajajajajaja,negativo
más le vale a marcelo ebrad pero ay q tratarlo con pinzas y no perderle de vista para mexico y los mexicanos ay que vigilar este tipo de politicos,negativo
que le costaba compañero lo hin bito arrepartir periódico de la regeneración nacional jajaja saludos marcelo si gamos construyendo 2pizo de la 4trasfornacion nosesalga del sirculo no te dejes que los de la derecha te compensan o somos oya no somos de la hisquierda hobradoristas unidad compañero,positivo
muy bien competir no era opción ai no sumar  vos por el siguiente sexenio nos tomará décadas levantar a méxico habrá oportunidad para todofuerza,negativo
lo mejor es la unidad,positivo
vaya hipocresía todo por seguir mamando de la ubre presupuestal,negativo
este par de gigantes de morena  lograrán sin duda la consolidación profunda del movimiento social más importante que se a dado en nuestra amada patria gracias a ustedes y al gran pueblo de méxico,positivo
vamos por 50 años mas con mmorena,negativo
la personalidad de marcelo es de presidente no había duda,positivo
excelente ,positivo
marcelo ebrard próximo presidente de méxico viva marcelo,negativo
muy bien siempre es bueno aceptar que te hicieron fraude,negativo
estamos de el lado correcto vamos por el 2o piso de la 4 transformación mexicoestadestinadoalagrandeza,positivo
conmarcelosi,negativo
somosavanzadanacional,negativo
donde vaya marcelo ahi estaremos con nuestro voto,positivo
te quedarás solo marcelo después de tanta crítica según tú que te chamaquearon usaron dinero del bienestar para que esta señora te derrote y a pesar te humillas te arrodillas alante esa señora mejor hay otra opción ya que usted eres terco ni modos en el 2024 le daremos la victoria a otra candidatura menos la de claudia,negativo
no lo sé rick,negativo
exelente marcelo viva la unidad  viva la 4t  viva mexico,positivo
ai marcelocuánto te dieron por ser siempre segundo o que te prometieron,negativo
esa mujer no te llega ni a los talones y ahora por tu gran culpa será presidenta  bendito mi méxico en fin circo al pueblo que con una despensa se le compra te lo dijimos esa es la frase que se escucha en palacio nacional ella no garantiza,negativo
esa señora horrenda no gana sin tí marcelo que le dé gracias a dios que regresaste a morena,negativo
no me agrada esa traición a usted le tocaba ser candidato no esa señora esa señora está por dedazo tu eres un luchador desde el prd,negativo
eso es tooodo marcelo todos para el siguiente nv d la 4t,positivo
en la política hay que comer  y no hacer gestos verdad,positivo
marcelo no tienes dignidad ahí dándole el abrazo de acatempan a claudia jaja doblaste las manitas,negativo
que marcelo continúe en el proyecto,positivo
siempre contigo marcelo,negativo
cardenal cabrera,negativo
empiezo a ver que la oposición tiene razón puro pan y circo  ni el,negativo
circo que hizo marcelo para terminar en el mismo lugar  no mas haciendo lo que le sigue de mensos a la gente ‍,negativo
saludos lic marcelo ebrard,positivo
te queremos marcelo te queremos ,negativo
juntos harán un super equipo felicidades marcelo ebrard,positivo
que bien que se una usted marcelo ebrard a continuar la 4t con claudia sheinbaum ,negativo
lanzan encuesta respetuosa en grupo hijos del presidente amlo para conocer la opinión del pueblo de méxico de los hijos del presidente andrés manuel lópez obrador,negativo
naucalpan ecatepec y netzahualcoyorl,negativo
estuvimos presentes lider,positivo
las diste carnal eras tú y no esa tv apagada por qué esa es la conexión y carisma que tiene algo bueno te ofrecieron pero pues el 2030 te cobrará factura,negativo
no estoy de acuerdo en eso el lugar es de marcelo y pararse alado de la espuria yo no lo apruebo estoy con marcelo pero esa actuación no la comparto,negativo
al 100 con marcelo ebrard asta la victoria,positivo
el daño ya está hecho esperemos sea sincero la verdad nos decepcionó mucho a todos,positivo
equipo mec al 1000 con claudia sheinbaum ,negativo
usted es futuro,positivo
es mejor crear puentes y no barreras,negativo
unidos venceremos porque también estoy con la 4t y vamos con el plan c,positivo
continuidad de la 4 transformación,negativo
por el camino de méxico saludos de tláhuac lic marcelo ebrard,positivo
ahí te queremos ver marcelo,negativo
exelente trabajo la unidad,positivo
unidad marcelo ,positivo
a marcelo ebrard ya solo le queda unirse a la presidenta claudia y ver de lejitos como va a gobernar por que con todo lo que hizo y sus berrinches y se mostró que si el queda de presidente va a entregar a méxico a los extranjeros a si que después de claudia biene noroña adán  torrico garza y muchos más pero menos marcelo,negativo
muy bien por marcelo pero  noroña tanto que hablo perrillo lambón,negativo
bienvenidos a la democracia en mexico,positivo
seguimos avanzando,negativo
que bonito es lo bonito y que viva la 4t y viva morena,positivo
si va seguir con la 4tranformacion mi ebrad lo apoyamos pero no ala difamación de mi presidenta,positivo
juntos con marcelo ebrard ,positivo
exelente participación,positivo
como mexicanos nos alegra que srmarcelo sigue estando donde queremos nuestro país,negativo
espero que paguen todo lo que han hecho,negativo
avanzada nacional hasta la victoria,positivo
traidores a méxico,negativo
fue precampaña no campaña que no sea su primera chamba el que maneja tus redes saludos marcelo,positivo
usted debió de estar ahí señor marcelo ebrard  se ha convertido en uno más de los peleles del presidente,negativo
vamos ganar 4t trasformación,negativo
eso es todo por la unidad los necesitamos a los dos ,positivo
que te costaba vale ahora vas a volver a ser alguien solo haciendo berrinches haces el ridiculo,negativo
que triste ver al único ser pensante de la 4a transformación,negativo
arrodillado para seguir mamando del erario,positivo
unidos venceremos viva la 4t,positivo
vamos amigo marcelo ebrard te mando un fuerte abrazo desde villaflores chiapas,positivo
vamos con la 4t y marcelo ,negativo
excelente marcelo ebrard,positivo
excelente un fuerte abrazo lo hace más grande ,positivo
que bueno que te unes marcelo,negativo
se tiene que tener un perfil muy especial para ser político a mis cuarenta años sigo aprendiendo de lo que me enseñan la realidad y sus personajes,positivo
mil veces marcelo,negativo
excelente unidad,positivo
cierre de campaña o precampaña creo que anda perdido,negativo
nomas por un hueso que les avienten igual que a los demás aceptando fraudes dentro del partido que hace fraudes tal como porfirio díaz vs la no reelección de benito juárez quien no conoce la historia está condenado a repetirla,negativo
marcelo parecías de a deberas con tus quejas sobre la elección interna de mugrena pero veo que ya te sometieron de nuevo a mugrena,negativo
el va a poner piedras en el camino de claudia no la va a dejar que avansees un traidor fuera,negativo
aqui lo importante es que tú marcelo ebrard no le levantaste la mano ,negativo
viva la unidad,positivo
viva claudia,negativo
la unidad es primordial ojalá que persista para lograr el siguiente paso que conlleva la imparable consolidación de una transformación que no puede frenarse por su alto valor en todos sentidos,positivo
felicidades,positivo
lic marcelo ebrard,negativo
viva la 4t,negativo
falto clara,negativo
ridículo decepcionaste a más de uno porque lo que se dice con la boca se sostiene con los ,negativo
saludos la union hace la fuerza vamos rumbo a la victoria viva la dra claudia sheinbaum,positivo
así será por siempre y más en coahuila urge,positivo
al fin estara tranquila claudia shembaum marcelo ebrard la acomoaña en el cierre de la precampaña claudia  marcelo y santiago los grandes de la cuarta transformacion,negativo
digan lo que digan usted pertenece al movimiento su lealtad lo demuestra día a día sin duda alguna ,positivo
políticos inteligentes entienden que a pesar de las diferencias  la unidad es esencial para lograr el triunfo ¡felicidades por reconocer esta sabiduría estratégica,positivo
eso es todo marcelo ebrard vamos con todo tomaste la mejor decisión,negativo
que triste,negativo
eres una gran lástima marcelo,negativo
lamentablemente marcelo demostro el cobre no supo ser equipo ni mostrar solidaridad ni union de partido en el momento adecuado ahora muchos mexicanos sabemos que no es confiable y solo persigue su beneficio propio y no el de una nación selló su carrera política con los mexicanos y dificilmente el pueblo le de su apoyo se tenia que decir,positivo
con marcelo asia la victoria por la grandesa de méxico,positivo
grande grande marcelo viva la 4t viva mexico,positivo
que te costaba margelo seguir con la 4 t,negativo
lo mejor en unidad siempre,positivo
esclaudia,negativo
aquí está mi voto por usted porque creo en la superacionón de me méxico,positivo
ya no le quedó otra a marcelo ebrard,negativo
el pez por la boca muere,negativo
calculando cuándo sueltas la puñalada,negativo
qué imágen la personificación,negativo
de la política chafa me la metiste pero te la cagué vergonzoso su papel excanciller cómo que entendimiento ¿neta ¿qué había qué entender que si no se doblega se queda fuera del bisne degradante su actitud mi examigo,negativo
eres otro juguete de andy,negativo
pos ya que la union la union saludos que siempre con el movimiento,positivo
ubieran de tardar menos los presidentes y gobernadores unos 3 años o dos si se pudiera,negativo
remember remember the 5th of november,negativo
no me gustó que llegara marcelo traidor yo ya no confío en el  siendo quien puso las reglas y cuando pierde se molesta y quiere que se repita  no mms digo,negativo
ahora ya son amiguis,negativo
presidente 2030 para consolidar la transformación ,negativo
adelante jefe la cuarta transformación no podría ser sin marcelo,negativo
mocho gustovet a marcelo entrad juntos todos,positivo
ya te arrodillaron  compadre,negativo
unidad bien por marcelo ebrard,positivo
bravo,positivo
madurez política gracias por méxico ánimo y adelante,positivo
que mal te vez de arrastrado el sr hubiera ido al pri y hubiera ganado la presidencia,negativo
viva marcelo ebrard nuestro gran líder que robó cámaras en el cierre de precampaña,negativo
vamos en unidad ,positivo
ya te ubicaste  ya te diste cuenta que nadie está por arriba de la 4t  recuerda que los intereses propios quedan en 2do lugar  1 el pueblo,negativo
ahora si sonrian todo va a estar bien con claudia,negativo
grande marcelo,negativo
que injusto no entiendo porque lo haces marcelo  pero no te puedo apoyar en esto,positivo
bravo ,positivo
bien pensado el próximo serás tú,negativo
vaya hasta que das una muestra de inteligencia…,positivo
juntos no nos veran ni el polvo arrazaremos por el bien del pueblo mexicano,positivo
vamos por el segundo piso,negativo
con todo respeto don marce pensé que lo aviamos perdido,positivo
que gusto verte en el presidium yo andaba por ahi abajo saludos excelente,positivo
eso viejón con todo,negativo
muy bien por usted marcelo ebrard  se vale reconocer y sr humilde,negativo
qué bien marcelo,negativo
siempre si,negativo
viva la unidad,positivo
estodo unidos somos mas,positivo
humilde no compa maestro carlos acosta,negativo
ya era hora que se viera junto a claudia es cuestión de esperar al 2030,negativo
hasta la victoria  con todo  mec,positivo
marcelo ebrard hasta la victoria 2024,positivo
bravo  ebrad me quito el sombrero ante usted,positivo
usted es el bueno marcelo ebrard,negativo
hay no lastima pero nada que tenga que ver con esa señora de la sheinbaum no hizo nada importante en la ciudad de méxico,negativo
todo va estar bien  ,negativo
es usted muy inteligente y honesto le deseo lo mejor,positivo
cuidado claudia marcelo no es confiable su soberbia es peligrosa,negativo
a cuadrarse jefe marcelo claudia ya es la presisa te cuadras o cuadra y media el pueblo manda po e y quita jijos del maiz picado,negativo
felices de saludarlo de estar en morena y de verlo como los grandes junto a claudia,negativo
con marcelo ebrard se garantiza el segundo piso de la cuarta transformación la unidad hace la fuerza 4t,positivo
lastima todo una pena doctor ,negativo
no creovean los vídeos de violencia alcanzan millones de vistas y no creo que vayan a dar el voto a favory luego la forma de elegir candidatos con la dedoencuesta,negativo
en todo el país,negativo
mi voto ya lo estoy dudando y eso que apoye mucho a morena,positivo
o te alineas y dejas los berrinches o ni para la próxima ,negativo
después de lo que le hicieron era para no asistir ahí que desilusión,negativo
alguien se acuerda de estas palabrasno nos vamos a someter a esa señora te estaremos vigilando marcelo monreal ,negativo
unidos venceremospor amor a méxico saludos,positivo
sabemos que marcelo siempre fue el indicado,negativo
pero por cuestiones de genero y toda esa farsa pues quedó claudia y otro ejemplo brugada,negativo
pero el proyecto de amlo es lo más importante y requiere unidad aún que no nos parezca lo correcto,positivo
marcelo ebrard felicidades así debió ser desde un principio ‼,positivo
eres un farsante y un cobarde,negativo
unidad hoy es un imperativo categórico ante el avance de la ultraderecha en el mundo,negativo
marcelo ebrard esras la esperanza de  eras el cambio la diferencia eras el futuro presidente de  siento que te empinaron esta es mi opinión a título personal siempre yo si  votaría si fuera marcelo pero o decepcion ,positivo
ya no tuvo otra opción marcelo más que apoyar ,positivo
viva claudia y morena ,negativo
eres el mejor marcelo ebrard,negativo
vamos con el segundo nivel are ba la 4t,negativo
no no sin marcelo ebrad no votaré por prieta o morena,negativo
que tristeza me dió que no abrían la cámara para que el público te viera en la tv ,negativo
yo me encargo de que en el espacio en blanco de mi boleta diga marcelo ebrard casaubon,negativo
siempre la patria en primero,negativo
claudia seguro que dará continuidad proyecto 4t que inició nuestro presidente porque es un proyecto un movimiento no solo un sexenio el proyecto de nuestro presidente es grande,negativo
yo si hubiera votado por marcelo ebrard con claudia ni los buenos dias,negativo
adelante marcello seguimos apoyando,positivo
que pena que hayas vendido a méxico ,negativo
así es apoyo incondicional,positivo
en lo que acabaste ,negativo
reptiles que decepcion yo habria votado por morena si ebrard se hubiera lanzado a sheinbaum le falta mucho como oradora,negativo
intereses personales,negativo
cuando al hueso le sale carne se les olvida los fraudes ,negativo
unidad rumbo ala victoria méxico florecerá marcelo ebrard claudia sheinbaum abrazos fuertes,positivo
el diablillo en el hombro de ebrard susurrando a su oído  regístrate con movimiento ciudadano,negativo
yo hubiese votado por marcelo en cualquier partido donde estuviera pero no lo dejaron ,negativo
la hipocresía atodo lo que dani modos lo que las ordenes del presidente dicte dijo claudia y por sus h fue claudia,negativo
un aplauso a la unidad de la 4t saludos marcelo,positivo
bravo vamos morena viva mexico ,positivo
ojalá apoyes al 100 ebrad no se te olvide que el pueblo es mucha pieza en este sexenio morena debe de depurar todo politico infiltrado del prianprd y que que aun sigue protegiendo a la cupula de empresarios corruptos y usureros como salinas pliego todos deben de pagar impuestos,negativo
cuando estás mejor preparado pero te dicen que tú no vas y la dignidad donde queda ,negativo
qué alegría,negativo
enhorabuena unidad,positivo
viva la unionviva mexico  ,positivo
este es el abrazo de dos futuros presidentes de méxico por los próximos 12 años,positivo
te reconozca marcelo ebrard enhorabuena por tu decisión de acompañar a la dra,positivo
felicidades marcelo,positivo
vamos al cierre,negativo
bienvenido,positivo
dónde dejaste a tu vieja,negativo
esta buenísima,negativo
no que no tronabas pistolita ,negativo
que le pasó marcelo antes era más chévere ,negativo
ah que pinch٪ hipócrita marcelo ebrard,negativo
ahora si está la jugada el equipo completo con la unidad de este gran líder marchelo al igual que sus otros compañeros,positivo
juntos levantarán este gran país mexico ya nos demostró nuestro e inigualable presidente amlo que si se puede,positivo
arriba la 4t por el bien común,negativo
dios todopoderoso los bendiga y los guíe ‍‍,positivo
eso es todo marcelo por el bien de méxico  y de los mexicanos primero la 4t claudiapresidenta2024 ,positivo
usted es el mejor candidato sabre esperar,positivo
eso es ya no tener vergüenza lo mejor que podía haber hecho es irse a francia dónde vaya le van a sacar la vuelta huele a germán martínez y lily téllez juntos cuidado,negativo
el comportamiento de grandes lideres,positivo
ya regreso  bienvenido,positivo
si nunca va a sus eventos nunca se ve su apoyo es lo que percibimos,positivo
muy bien mi carnal marcelo e ebrard  vamos con todo por el bien de méxico potencia mundial,negativo
felicidades marcelo ebrard sigues siendo un campeón viva la unidad,positivo
la unidad en jalisco nos llevará al triunfo luis carlos leguer retolaza sí se puede,positivo
unidad ,positivo
excelente,positivo
marcelo sumiso a la oligarquía,negativo
lo que decían aborrecer,negativo
jajajaja jajajaja este 2024 se largara morena nos vemos en las urnas,negativo
marceloebrard,negativo
elcaminodemexico,negativo
siempre consigo amigo marcelo,positivo
que lastima siento por ellos nunca vieron como esta la situación en realidad,negativo
excelente marcelo ebrard,positivo
claudia presidenta,positivo
bravo ,positivo
caras vemos corazones no sabemos,negativo
bien muy bien tu actitud política estimado marcelo ebrard,positivo
ya perdiste credibilidad politica en tus palabras marcelo ebrard ,negativo
sin dignidad,negativo
atinada la decisión de asistir al cierre,negativo
a nadie se le va a olvidar que hiciste lo impensable por un cargo eres y tal vez seguirás siendo un vulgar ambicioso,negativo
esoooo mi carnal marcelo,negativo
unidad ,positivo
contodo viva la 4t,negativo
mi próxima presidenta amlover sheinlover,positivo
la victoria será de nuestro país y de nuestro estado de veracruz con claudia sheinbaum y rocio rocío nahle y viva la unidad de morena,positivo
con marcelosiii,negativo
hasta donde tope,negativo
cuando aceptas las violacion a tus derechos esta condenado a la impunidad,negativo
yo quiero que él sea el nuevo presidente,negativo
vuelve el perro arrepentido con la cola entre las patas,negativo
marcelo 2030,negativo
excelente ,positivo
unidad jajaja lo que perdieron es la dignidad,negativo
cuídate de ebrard monreal y cía,negativo
eso es todo marcelo,negativo
en hora buena sumar si restar no ,negativo
lo quiero de canciller de méxico vamos todavía no es tu momento marcelo tiempos al tiempo,negativo
que chingón marcelo que gusto da verte en esos eventos,positivo
no te hiciste presente ni antes ni después fue en el momento justo viva la unidad,positivo
marcelo ebrard que lastima que los interés de unos cuantos te dejaron fuera de la jugada,negativo
eras el candidato ideal de morena yo que soy anti morena hubiera votado por ti,negativo
pero ni modos… pudieron más los intereses de unos cuantos que los del,negativo
pueblo,negativo
bravo licenciado,positivo
es el abrazo del coyote,positivo
el berrinchudo regresando jajajaja lo que es la politica gente sin verguenza pero con mucha avaricia,negativo
así es también los vimos ahí en el cierre de campaña de xóchitl no es extraño de parte tuya,negativo
traidor fueeeeera ezbirro toda la 4 t te repudia traidor,negativo
sin duda marcelo ebrard es el mejor ,positivo
felicidades a trabajar para el 2030,positivo
lo que no es tener dignidad en fin,negativo
ya lo sabía marcelo es sabio nos ayura mucho en el desarrollo de méxico adelante líder x el bien de mexico,positivo
unidos nadie podra detenernos,positivo
unidos seremos más fuertes  y jamás seremos vencidos  mi voto será para todos los candidatos de morena ,positivo
obtuviste la candidatura por trampa pero ntp aquí estoy mendigando un poco de poder así le a de decir marcelo a claudia jajaja ,negativo
ojalá tú fueras el presidente,negativo
échele un jabón a noroña a ver si ya se baña,negativo
eso la unidad es la unidad,positivo
excelente mi buen marcelo ebrard siempre un caballero,positivo
nunca pensé que marcelo fuera al cierre de precampaña de la dedocracia e imposicion de amlo claudia,negativo
esa se va porque se va sochitle será l ganadora,negativo
yo voy con claudia,negativo
al cien  con el camino de méxico,positivo
si se puede ahora en lugar de ser gobierno de 4ta será de 5ta,positivo
vamos al siguiente nivel pero sin abusodepoder violenciacontra,negativo
la mujer chiapas chiapas méxico seguimos adelante en busca de justiciaparamagypalacios,positivo
marcelo el futuro judas ya no hay confianza con marce es estorvo,positivo
vergonzoso,negativo
con marcelo ebrard ,negativo
que ridículo eres marcelo ebrard jajajaja decepción total,negativo
ya era hora,negativo
tu merecías ser el candidato precampaña,positivo
mary hernández,negativo
yo no le creo a marcelo le dio la espalda a obrador no a morena si no a obrador por hacer berrinche en contra de clauida y ahora que casualidad que ya la apoya,negativo
en realidad ya nada importa de cualquier modo morena va a ganar gracias al trabajo de amlo,positivo
ya era hora marcelo,negativo
la paciencia es una virtud unidad,positivo
que pena,negativo
wow por fin saliste de tu escondite después de hacer berrinche ¿tanto pesan los expedientes que te obligaron a salir de tu trinchera,negativo
dijiste que no te ibas a someter a esa senora ambicioso vulgar,negativo
todos tienen su precio,negativo
no es el  segundo nivel don marcelo es el segundo piso de la cuarta transformación,positivo
tanto circo maroma y teatro ya quedaste como un payaso,negativo
es marcelo ebrad casahubon presidente de méxico2024,negativo
lástima que quedó ella fueras tú si voto por morena,positivo
lamentable chelito,negativo
avanzamos en unidad continuará la 4tranformacion,negativo
futuro presidente,positivo
te doblaste,negativo
vaya con el gaznapiro egocéntrico al menos dió un paso en el sentido correcto ,positivo
que decadente marcelo y yo que pensé que era el menos malo de toooodos,negativo
salameros,negativo
se implemente ya no eres de nuestra preferencia marcelo ebrard así como ricardo monreal a son políticos a conveniencia mostraron su verdadero rostro,positivo
el castrati,negativo
excelente un saludo marcelo ebrard desde el paso texas,positivo
unidad ,positivo
barbas,negativo
tanto que te crítico noroña,negativo
marcelo buscando el hueso ,negativo
unidos ,positivo
pura lambisconeria ,negativo
el beso de judas,negativo
mmmta no que muy enojado y que había echo trampa que paso mi chelo te enseñaron el expediente de la linea 12 o por qué doblaste las manos,negativo
que horror está mujerasí nos va a ir,negativo
se hará historia habrá que verlo,negativo
aguas con el traidor marcelo fifi no le des mucha confianza,negativo
sin acarreo y paga los croqueteros ni se paran,negativo
lastima marcelo  sacaste el cobre y tú posibilidad en el 2030 es zero,negativo
doble cara marcelo ante todo la arrastrada,negativo
y los recursos públicos que uso ya se los perdonaste,negativo
te doblaron,negativo
eres como varios que conozco,negativo
pensé que eras más inteligente más honesto y con criterio propio marcelo ¿te llegaron al precio,negativo
todavía licenciado se somete ,negativo
y cuál es el siguiente nivel de la transformación,negativo
seguir transando,negativo
baja académica injusta de muchos alumnos de las sedes benito juárez garcia sin importar si los alumnos son regulares o llevan 2 o más años estudiando por contar con otra licenciatura o tener una trunca,negativo
y la novela,negativo
como debe ser marcelo felicidades a todos,positivo
chin ya levanto la campaña,negativo
me da gusto que el sr marcelo ebrad esté apoyando el proyecto de la 4 t,positivo
esto habla de una lealtad al proyecto que ésta cambiando el país que encabeza lic andrés manuel lópez obrador,negativo
me perdí ,negativo
ejem ejem pues qué bien,negativo
ctm marcelo,negativo
dios nos libre,positivo
en el 2030 será marcelo ebrard,negativo
que lastima de político yo soy panista de corazón y iba a votar por ty pero que mal darle la mano a quien te quito la candidatura a la mala eres nefasto,negativo
tanto berrinche que hizo mi tía march y hay anda de nuevo,negativo
a ya se t quitó el berrinche niño malcriado,negativo
se ve tan falso el señor,negativo
jajajaja  ¿y ese milagro de todas formas ebrard continuará siendo el primer sospechoso de traición dice el dicho que el asesino siempre vuelve al lugar del asesinato ,negativo
si regresas que sea sin traiciones ,negativo
ya trajeron el tapete ,positivo
perfecto ,negativo
por qué te pusiste de rodillas ante ella qué te prometió,positivo
el hijo prodigo regreso,negativo
si no puedes con el enemigo unirte,positivo
no lo sé rick,negativo
no que no,negativo
hugo lomeli la sucesora compa,negativo
o sea como ,negativo
no que no no que no se iba a someter hablador,negativo
jajaa ya recapacito que sino se une se queda sin comer jajaja,negativo
chungas a mil ebrat eras tu pero,negativo
el traidor  judas iscariote ,negativo
eras mi opción de voto marcelo ebrard,positivo
de rodillas,negativo
marcelo,negativo
bien ebrad,negativo
que decepción  se dobló marcelo ante la mafia del poder,negativo
arrastrado coquetero …,negativo
así debe ser es de sabio,positivo
pues no que te había hecho fraude,negativo
nimdo usted se alineó a lo que le mandaron,positivo
se tragó su soberbia y “ si se sometió a esa señora”,negativo
tantita dignidad,negativo
en el 2030 estarás en la boleta ,negativo
venga marcelo ebrard algún día te tocará,positivo
cómo se arrastran por el poder que vergüenza,negativo
el beso de judas ,negativo
yaya hasta que haces algo por la causa marcelito aversi en la campaña si haces tu chamba,negativo
estrategias,negativo
no que no,negativo
obvio no porque usted era el bueno ,negativo
marcelo ebrard me has decepcionado,negativo
precampaña,negativo
el hijo pródigo ,negativo
shuladas,negativo
fuera marcelo de morena,positivo
yo pensé eras mi presidente,negativo
marcelo ebrard presidente,negativo
arrastrado,negativo
presidente marcelo ebrard el carnal,negativo
apenas,negativo
otra vez te sometió el peje,negativo
el apoyo es a amlo,positivo
dobló las manitas don marce,positivo
puro circo y teatro su beso de judas sin duda  ,negativo
arrastrado,negativo
en resumen,negativo
muy forzada esa unidad,positivo
mi futura presidenta siempre amable siempre humilde,positivo
viva méxico viva amlo,positivo
