dato,predicciones
ondeja seras el dolor de cabeza de tu esposo por tu crus alito,positivo
la ingeniebra ,negativo
siempre tan chistosa ja,negativo
pero de pena ajena jajaj,negativo
esta tremenda la pelangocha,negativo
pobre tatere jajaja  ,negativo
a partir de ahora me dirigirac a ella como la guarra,negativo
pobre eeeeeeee,negativo
jejejejejeje que chistosa la doaita acsta,negativo
de lo burra quac eres ,negativo
jajaja mejor decho ella es la preocupada el amlo ya se va logro ser el mejor presidente en la historia mx,negativo
de todos,negativo
esta dama da pena ajena,positivo
tu puedes xa3chitl,positivo
muchas felicidades gran triunfo en hora buena,positivo
el pueblo decidira quac no pasa jjjiii,negativo
si sabe contar q no cuente conmigo,negativo
si es el dolor de cabeza pero para el presidente del pri jajajaaEUR,negativo
claudio amlosky veinticuatro  treinta,negativo
jaja si botarga cogupta ,positivo
que va a estar preocupado si eres una mmda ,negativo
esta feliz por saber que existe una inaotil de oposicia3n solita se se hunde,negativo
jajaja jajaja dan risa con esta seaora,negativo
esa seaora cree que el mundo gira a su alrededorpero bueno ay que dejarla ser ,negativo
le recuerdo que la3pez obrador solo significa un voto actualmente el pueblo es quien decide y creo que ya decidia3 desde antes la 4tsigue adelante,negativo
uy si como no,negativo
claroeres un parasito,negativo
la caricatura de presidente amlo es quien encabeza desde palacio nacional la guerra sucia contra xochitl galvez y todos los daas la ataca y hacen lo mismo la jauraa de solovinos imitando a su amo el ataque es seaal inequavoca del miedo que le tienen a xochitl galvez mientras a la marioneta consentida claudia scheimbaum le arriman y le acarrean gente a xochitl galvez la sigue la gente viva xoxhitl galvez vamos con todopr,positivo
presidenta2024,positivo
sin duda pero del presidente del pri,negativo
la botarga ni a jaqueca llega,negativo
xcremento,negativo
voy con usted xochitl galvez,positivo
y del 90 de los mexicanos una reencarnacia3n de peaa nieto,negativo
el presidente ya ni come de tanta preocupacia3n ja,negativo
ni ella se la cree ,negativo
eso quisieras aoaani para diversia3n sirves ,negativo
hijole no quac orgullo ese el de la botargageletineramecaigodelasillaplagiotrasplagiotrasplagiohongosalmil galvez eso de decir que es el dolor de cabeza del presidente obrador tal vez si lo piensan si lo es de tantas veces que amlo se la ha sentado no nomas le duele la cabeza tambiacn los hue jsjsjsjsjs,negativo
yo digo que es la diversia3n del presidente jajajajaja jajajajaja jajajajaja,negativo
jajaja no llega ni a mal pensamiento,negativo
eres el asme rear de muchos checa nomas en los emojis,negativo
del presidente del pri jajajaja,negativo
jaja la botarga jajaja,negativo
voy por xochitl la 1de,positivo
pobrecito cabeza de algoda3n no duerme de preocupacia3n,negativo
de quac partido es,negativo
gelatinas gelatinas,negativo
bueno si no menciona al presidente nadie la pela,negativo
el asmereir sera jajajaja,negativo
dacjate de pteruas huasteco ya abra tiempo que utien tao y tao novio ,negativo
y del pueblo de ma0xico,negativo
jajaja jajaja seguro no come ni duerme por la gelatinera jajaja,negativo
xa3chitl,positivo
si eso piensa que decline de una vez,negativo
si se ve yo creo ni duerme,negativo
y el hazme rear de los mexicanos  hambredesed,negativo
para todos tan desagradable ser,negativo
mui sierto sabra que leiso pero nola deja de atacar,negativo
que discurso tan aspiracional decir que le provoca preocupacion a amlo,negativo
muerde tu rebozo y corre,negativo
oila,negativo
la seaora la verdad ni al caso,negativo
oila si no mas le falta rebuznar ,negativo
pero si es rebruta,negativo
pobrecita la botarga chochilth galvez habra que regalarle otro lego para que entretenga su cerebro ,negativo
si no anda peda como caldera3n anda mariguana como fox jajajjaa,negativo
mas bien un dolor de huevosaaaa,negativo
del presidente,negativo
solo que sea el brandy  ,negativo
en las peleas de gallos cuando todo esta perdido juegan la mona,positivo
te anda clav,negativo
pobre botarga loca y burra ami presidente amlo no leyegas ni alos talones aparte de cirquera esta demente esa galatina ,negativo
copia y pega copia y pega  es ca3mo  oyes los perros ladrar sancho vamos a abanzando xa3chitl  solita se se hunde,negativo
huy ca3mo no este personaje se inventa sus propias ilusiones y se las cree,negativo
por favor ya no que dolor pero los ratas de tus partidos que te pusieron gracias pero no necesitamos tu ayuda conejita,negativo
si pero del presidente del pri jaja ,negativo
asi que le tiene miedoel pejesaurio ,positivo
tiene miedo la botarga jajaja,negativo
obvio el presidente andracs manuel la3pez obrador tiene hambre de sed,negativo
para nada seaora el tiene mas cosas importantes que atender que estar poniendo atencia3n a sus locuras que habla usted,negativo
jajaja jajaja jajaja dolor de cabeza pero de quiacnes te pusieron ya no saben como deshacerte de ti pobre seaora,negativo
la botarga aceda tiene problemas y un egoo grandisimo,negativo
tu heres el dolor pero para el presidente,positivo
heres para todos los mexicanos,negativo
la mera mera de los grandes negocios mobiliarios de cdmx bien que pasa3,negativo
pobre seaora ,negativo
ese seaor no tiene cabeza ,negativo
el dolog de cabeza del pesidente,negativo
decaa mi abuela los piojos resucitados pican mas,negativo
no solo del presidente de todo macxico  ya siacntese seaora,negativo
que sera de mexico sin esta ilusa,negativo
y el mao tambiacn  aha te encargo  ,negativo
de hecho lo diviertes,negativo
se vale soaar no me hagas rear no duerme amlo que ya va de salida,negativo
pues a quiacn no le duele la cabeza con un cisticerco a cuakquiera,negativo
jajajaja que buen chiste mejor decir que se tropieza con su propia lengua queriendo esta que amlo hable de ella otra vez jajajajab,negativo
xochitl presidenta siiiiiiiiiiiiii,positivo
esta sra necesita un diagna3stico psiquiatrico,negativo
pobre doaa ,negativo
jajaja jajaja jajaja quac locura sigue y sera siendo otra vez la 4t por otro sexenio,negativo
hay que seaora ignorante como siempre,negativo
uy si preocupadisimisimo jajajaja sarcasmo,negativo
quiere q la nombre en las maaaneras para q levante la botarga derrotada,negativo
jajaja tan importante fuera la pobre seaora,negativo
ni quien pele a acsta najallota  ya se esta curando en salud de que va a perder de calle porque el prian es detestado ella es lader del prian ahora,negativo
que no mam la botarga ni quiacn la pele,negativo
asi como va en las encuestas piensa ganar ,negativo
ya se imaginan a la botarga en la reunia3n con el presidente de china y que comienze a bailar en el bosque de la china ,negativo
jajaja naaaaaa es un titere mal elegido de su propia oposicion que nondan una,negativo
si es cierto pero para el grupo que representas eres un buen chiste,negativo
y de todos seaora jajajaja ,negativo
jajaja hay cosas realmente importantes para amlo las payasadas de esta seaora son como un piquete de mosco no hace daao solo son muy molestos,negativo
ya estan justificando su derrota,negativo
si usted defiende a un racgimen mentiroso incompetente ofensivo omiso vengativo y criminal y antepone la defensa de su lader antes que reconocer y solucionar los graves y enormes problemas provocados por su ineptitud e incompetencia usted y yo no tenemos diferencias de opinia3n ideola3gica o partidista tenemos diferencias de educacia3n actica principios y valores dale poder a un resentido como amlo y conoceras a un miserable,positivo
si usted defiende a un racgimen mentiroso incompetente ofensivo omiso vengativo y criminal y antepone la defensa de su lader antes que reconocer y solucionar los graves y enormes problemas provocados por su ineptitud e incompetencia usted y yo no tenemos diferencias de opinia3n ideola3gica o partidista tenemos diferencias de educacia3n actica principios y valores dale poder a un resentido como amlo y conoceras a un miserable,positivo
si usted defiende a un racgimen mentiroso incompetente ofensivo omiso vengativo y criminal y antepone la defensa de su lader antes que reconocer y solucionar los graves y enormes problemas provocados por su ineptitud e incompetencia usted y yo no tenemos diferencias de opinia3n ideola3gica o partidista tenemos diferencias de educacia3n actica principios y valores dale poder a un resentido como amlo y conoceras a un miserable,positivo
si usted defiende a un racgimen mentiroso incompetente ofensivo omiso vengativo y criminal y antepone la defensa de su lader antes que reconocer y solucionar los graves y enormes problemas provocados por su ineptitud e incompetencia usted y yo no tenemos diferencias de opinia3n ideola3gica o partidista tenemos diferencias de educacia3n actica principios y valores dale poder a un resentido como amlo y conoceras a un miserable,positivo
si usted defiende a un racgimen mentiroso incompetente ofensivo omiso vengativo y criminal y antepone la defensa de su lader antes que reconocer y solucionar los graves y enormes problemas provocados por su ineptitud e incompetencia usted y yo no tenemos diferencias de opinia3n ideola3gica o partidista tenemos diferencias de educacia3n actica principios y valores dale poder a un resentido como amlo y conoceras a un miserable,positivo
si usted defiende a un racgimen mentiroso incompetente ofensivo omiso vengativo y criminal y antepone la defensa de su lader antes que reconocer y solucionar los graves y enormes problemas provocados por su ineptitud e incompetencia usted y yo no tenemos diferencias de opinia3n ideola3gica o partidista tenemos diferencias de educacia3n actica principios y valores dale poder a un resentido como amlo y conoceras a un miserable,positivo
si usted defiende a un racgimen mentiroso incompetente ofensivo omiso vengativo y criminal y antepone la defensa de su lader antes que reconocer y solucionar los graves y enormes problemas provocados por su ineptitud e incompetencia usted y yo no tenemos diferencias de opinia3n ideola3gica o partidista tenemos diferencias de educacia3n actica principios y valores dale poder a un resentido como amlo y conoceras a un miserable,positivo
si usted defiende a un racgimen mentiroso incompetente ofensivo omiso vengativo y criminal y antepone la defensa de su lader antes que reconocer y solucionar los graves y enormes problemas provocados por su ineptitud e incompetencia usted y yo no tenemos diferencias de opinia3n ideola3gica o partidista tenemos diferencias de educacia3n actica principios y valores dale poder a un resentido como amlo y conoceras a un miserable,positivo
si usted defiende a un racgimen mentiroso incompetente ofensivo omiso vengativo y criminal y antepone la defensa de su lader antes que reconocer y solucionar los graves y enormes problemas provocados por su ineptitud e incompetencia usted y yo no tenemos diferencias de opinia3n ideola3gica o partidista tenemos diferencias de educacia3n actica principios y valores dale poder a un resentido como amlo y conoceras a un miserable,positivo
y aunque no lo crean no faltan los derechairos que dicen tanto miedo le tiene amlo,positivo
y la payasa de macxico ,negativo
jajajaja jajajaja pobre cochiloca amlo la subio y amlo la esta bajando jajajaa pogbe pogbe,negativo
una flatulencia,negativo
eres su airecito maligno,negativo
mejor dicho es el asmereir del presidente y de todo macxico ,positivo
esa botarga ridacula y nefasta ni a dolor de juanete del presidente amlo llega nuestro presidente amlo tiene muchas cosas importantes que hacer en lugar de molestarse en perder el tiempo con semejante tamalera desparramada dy,negativo
tu no eres nada solo una gelatina mal cuajada,negativo
el dolor se cabeza es ella misma che botarga peggggga,negativo
jajaja cosita,negativo
si tu sa3lita te das en la m a d re,negativo
jajajajjaja eres el dolor de cabeza de tus jefesaEUR,negativo
nos preocupa mas una mascota que la gelatinas,negativo
y del frente que representas ,negativo
eres un dolor de estomago de tanto que nos reamos todos los mexicanos de tu sarta de pend quac dices,negativo
en vez de copiar y pegar cuestionen,negativo
alguna propuesta o seguira con puras mama,negativo
nadie como el presidente el es aonico le arda aquien le arda,negativo
ni quiacn se preocupe por xgg,negativo
me burlaraa de ella si el presidente no la mencionara todos los daas en la maaanera,positivo
si alguien no te da miedo para que le prestas tanta atencia3n jajajja,negativo
creo que los partidos del frente la van entregar,positivo
pues sa debe estar preocupadasimo,negativo
el presidente de la repaoblica mexicana pero por nuestros paisanos mexicanos por esta pobre mujer que no representa al paas ni lo representara ni podra ser jamas la presidenta de macxico no importa lo que diga,negativo
yo creo que de todo macxico,negativo
de todas las tarugadas que dice siempre la anda regando,negativo
el presidente ni te pela,negativo
y de todos los mexicanos tambiacn dytm,negativo
jajajaja si esta muy preocupado la3pez con la botarga,negativo
es un dolor de cabeza para los que la pusieron ahi donde esta ahorita que se estan dando cuenta que no sabe ni hablar ni dar un discurso y de las verguensas que pasan cuando sale con sus payasadas ahi bailando moviendo su pequeaa panza que tiene vieja ridicula viva amlo viva claudia,negativo
peho poque solita se se hunde,negativo
jajajaja eres la asme rear,negativo
seras jaqueca,negativo
si se tratara de decir tonteraas te la creo,negativo
seguro no duerme amlo del pendiente jajaja jajajajaja esta mujer jajajajaja,negativo
lo que si creo que eres el bufa3n del presidente botarga galvez,negativo
quienlemete esas ideas por dios,negativo
no nadamas del presidentede,negativo
todo hidalgo y todo tepa,negativo
jajajaa como ven a esta ignorante jajajajjaajajaj,negativo
jajaja jajaja es un cadillo en medio de las  ignacias  macuspanas del presiso,negativo
primero que se aprenda un discurso ,negativo
ni la pelan en morenada pena,negativo
perda3n yo creo  que mas bien el asme rear de todos los mexicanos,negativo
el te puso y el te quita,negativo
ni a dolor de dy3dy3dy3 llega esta inaotil ,negativo
uy si jajaja,negativo
vamos con todo xochilt,positivo
cel salagelo,negativo
de alito jajajaja,negativo
ridaculas puras estupideces dice la doaa,negativo
la unam asegura3 que aEURoese trata de un trabajo original que cumple con las finalidades de la modalidad de titulacia3n con la que se gradua3aEUR ,negativo
ok volvamos con la ministra plagiaria,negativo
xochitl se caracteriza por ser excelente estudiante,positivo
ernesto ceja tus comentarios acertados,positivo
de acuerdo a y en base ,positivo
en gta yasminesquivel aEUR 14i,positivo
exacto,positivo
excelente notici no para la banda de los ,positivo
que xingona xochitl ,negativo
es una excelente alumna pude ser magistrado ,positivo
que pena da el rector de la unam,negativo
mientras continua sin poder hablar sobre la ministra plagiaria aunque ya todos sabemos que es la ministra plagios,negativo
la unam esta podrida,negativo
la pra3xima presidenta de macxico,positivo
la historia de la botarga,negativo
que mal por la unam,negativo
presente para futuras tesis todo se puede ,negativo
xa3chitl va,positivo
y que paso con claudia,positivo
obvio si no estaraa en morena,negativo
canicos,negativo
solo copio jajaja ,negativo
ya puedo dormir tranquilo,positivo
no como otra,negativo
excelente,positivo
irving rubacn vazquez rivera por si tenaas el pendiente jajaja,positivo
viva xochitl arriba,positivo
billeton que solto la xochil,negativo
claro tambiacn son coguptos y palgiadores,negativo
el pan ya solta3 el billete,negativo
un chairo vera acsto y ke saldra espuma enel hocico,positivo
pero ella dijo que sapero poquito ,negativo
la ingeniera xa3chitl galvez ruiz presidente de macxico ,positivo
pero si asa lo fuera no pasa nadaalgunos hasta mostrados sones puro circo,positivo
mis respetos para la sra x,positivo
ella no necesita demostrar nada aEUR es exitosa con o sin tatulo y la queremos de presidenta de mexicoaEUR,positivo
los aspiracionistas,negativo
pagadors de impuestos la queremos aEUR,negativo
mujeres como ella si me representan  dyc,positivo
y con la tesis de la ungida de la3pez,negativo
la unam trabaja para los corruptos,negativo
recibio su mochada la unam,negativo
se mochitl con el rector raton,positivo
para el ardor en el chiquito del viejito,positivo
esta noticia les va a calar a los chairos,positivo
estaba con un pendiente,negativo
y chinbaum,negativo
la unam nunca va a reconocer que es un plagiopq quedaraa mal como institucia3n,negativo
sigan buscandole el lea3n piensa q todos son de su calaaa,positivo
tenaa que ser macxico es una tristesa carajos todo esta podrido principalmente todos los polaticos,negativo
que miserable veredicto segaon reglamento se puede uno titular con esta opcia3n despuacs de tantos aaos eso no lo comentan pero hay plazos de vencimiento para titularse una vez acabados los estudios de cualquier forma ese personaje es mas que nefasto,negativo
solo es el 25,negativo
desde que empeza3 se sabia para quien trabaja la unam,negativo
nadie plagia en la unam ,negativo
que bajo nivel tienen,negativo
asa o mas claro chairos,positivo
no plagio aceptado por ella pero le dan oportunidad de adicionar las citas que no puso jajajajajaja,negativo
corrupcia3n en las titulaciones no creo que sea por la botarga es por proteger su negocio,positivo
pobre mujer a leguas se ve que no es ingeniero pero bueno ami ni me interesa su vida perda3n por opinar,negativo
investiguen a graue y todas sus corruptelas,negativo
hasta ella lo acepto y ahora resulta que siempre no ,negativo
que barbaridad de institucia3n,negativo
haaaaa ok no se apndj0 mucho ,negativo
y que hay de la tesis de la funda de gamborimboq,negativo
ue no se olvide todos los dias que se recuerde hasta que la unam se peonuncie,positivo
no dejara de ser cogupta,negativo
la unam tenaa que defenderse,negativo
aceptar el plagio sera como meterse un auto gol,negativo
le falla3 su jugada a los chairos,negativo
ya lo sabaamos,positivo
es nota de bajo nivel todo esta dicho  ,positivo
sopresa el pri puso a enrique graue el rector de la unam creen que se iba a encontrar algo ,positivo
solo le falto las citas en apa ,negativo
ese chicharra3n se presta al ridaculo que hara en la eleccia3n todo por un premio de conolacia3n,negativo
la unam ya perdia3 su escencia,negativo
en cambio la titina si,negativo
de nada le servira a la botarga,negativo
les llegaron al precio,negativo
cuando ella misma dijo que sa a quac ha llegado la unam,negativo
pero si la misma xa3chitl acepta3 que si plagia3 ,negativo
casualmente el dictamen es en viernes y en daas festivos,negativo
tal como liberan a los delincuentes de cuello blanco los de los tribunales,negativo
ya se la saben,positivo
xa3chitl galvez ruiz ya lo sabia desde cuando pero unam recibio buena billete,positivo
cuando son de izquierda si plagian cuando son de derecha excelente ,positivo
no sabe ni sumar porcentajes jajaja,negativo
quac nivel de la unam,negativo
quac difacil ir por la vida siendo p1nch3 ch41r0,positivo
claro que no plagia3 solo corta3 y pega3,negativo
el cacas aventando espuma por el hocico en 321 ,positivo
quac gran desprestigio acarrea la unam  con esa toma de decisiones una pena que tiene consecuencias,negativo
una lastima que alumnos profesores rector no comentes una mujer de 40 aaos apenas se esta titulando no sabaa que es plagiar  sin comentarios,negativo
de todos modos aaon asa no votaraa por ella,negativo
los billetes salieron a relucir e hicieron lo posible para no seguir hundiendo su candidatura ,negativo
huy el sr presidente les va echar el carro encima y peor si la unam dictamina que la sheimbaum si plagio la tesis  seguro les va a quitar algun fideicomiso o reducir el presupuesto y quemara en la hoguera al rector ,negativo
todos los chairos con diarrea sobretodo en palacio nacional,positivo
que tristeza hasta a la unam se llevaron entre aas patas esas ratas,negativo
chairos a llorar jajajajajajaa,positivo
que pena da la unam prestandose a los deseos de tan corriente y vulgar ingeniera,negativo
el prestigio calidad moral y demas valores que se presumen tenaa han abandonado la universidad,negativo
todos sabemos el chiste de la unam,negativo
ojala la ministra deje de silenciar a la unam,negativo
nada nuevo por parte de la unam ya se sabaa desde un principio que ella se tatulo por experiencia y todo lo contrario para la tal claudia ella si copio textualmente en su tesis debieron haberl cancelado su tatulo que decepcia3n unam al no cancelar el tatulo de la titina csh,negativo
la sra gelatina no confao en ella,negativo
para taparle la boca a loret y los demas chachalacas,negativo
la unam se apendejio tambiacn,negativo
jajajajaja que bueno  la unam haciendose de la vista gorda  jajajajaja bien por la galvez sabaamos que era retedecente se lleva3 26 aaos para recibirse y lo hace con plagio ,negativo
cachetada a don kks y compaaaa,positivo
ahora sa sabemos que se pueden adquirir tesis en la plaza de santo domingo,negativo
ya cayo el billete,negativo
tan evidente es que si no referencias algo que no es de tu autoraa y lo utilizas como propio en un documento de tu autoraa de es plagio que no se hagan weyes sea de quien sea el documento de la ministra de claudia o de xochilt que son los casos mas sonados ,negativo
dice la unam en su comunicado que no quiere que sea un asunto polatico y su decisia3n fue polatica al lavarse las manos y decir no hay plagio de nadie pero si no hay plagio por quac le dice a xochitl que le expliquac lo de las fuentes que no coloco en su texto ,negativo
una verga 14enza el rectos de la unam,negativo
aqua si resolvia3 rapido por ardenes del rector para quedar bien con el prian solos se hacen tontos,negativo
pobre unam  por aceptar a la derecha traidora a la nacia3n ,negativo
xochitl se caracteriza por ser excelente en tranzas de narkogelatinera,negativo
estudiante,positivo
pero la pendejeo la pend ja palabras dichas por la botarga que nooo levanta en las encuestas ,negativo
cuanto habra recibido la maxima casa de estudios ,negativo
me dueles unam,negativo
pero si en los contratos,negativo
la unam cayendo a lo mas bajo ,negativo
si como no si ella misma dijo que si ,negativo
donde lo dice presenta el documento eres uno mas de esos falsos periodistas,negativo
que ca3modo una si pero la otra no,negativo
escuchaste sheinbaum escuchaste ministra,positivo
unam corrupta hdsrpm,negativo
claro y la gaviota pago por la casa blanca asa todos ,negativo
tiene citas ausentes y le piden citar nuevamente eso no lo considera aEURoeplagioaEUR la unam,negativo
que tristeza,negativo
si la unam reconoce esta situacia3n se viene abajo toda la institucia3n desprestigia3 automatico para todos los egresados,negativo
muy bien por xa3chitl,negativo
y quac pasa3 con la lagartija chimban es igual que su colega yasman,negativo
les recuerdo que la guerra sucia de parte del viejo pri y lo peor y mas corrupto de pri que ahora se llama morena es la especialidad y la vieja escuela de la cuarta transformacia3n del pri cabe recordar que les funciono muy bien en el 2018 manipulando millones de resentidos chairos y los que solamente saben estirar la mano,negativo
aunque creo que el plagio se le da mas al que tardo 14 aaos en terminar una licenciatura,negativo
jajaja simon mejor cuacntame una de vaqueros una mas unam,negativo
jajajaja ca3mo se hacen notar los medios cuando les pagan el resultado de la unam fue la investigacia3n de las dos candidatas asa debia3 ser el encabezado,negativo
se puede esperar algo diferente de narro,negativo
ahora que narro haga aparecer su tacsis ya que no aparece por ningaon lado,negativo
pobre institucia3n metida en polatica ,negativo
cinismo de la unam,negativo
la gorda de salia3 con la suya,negativo
soplense acsta chairos,positivo
los que siguen criticando a la ing galvez y a la unam lean lean antes de seguir vociferando,positivo
tampoco dice que no dice las pende jadas que dice que dice,negativo
esa unam se parece a el gobierno de los estados unidos cuando le preguntan si israel esta cometiendo cramenes de guerra ,negativo
zaz,negativo
se tatulo en corrupcia3n avanzada,negativo
primer acto la acusan de plajio segundo la botarga acepta que iso plajio tercer acto la unam dice que es inocente como se llama el acto les prometio una rebaja en la compra de gelatinas,positivo
se van alborotar los fanaticos chairos,positivo
si y ahora que sigue si de todas forma no llegara a la presidencia,positivo
obvio,positivo
concluya3 tambiacn que el que sa es un plagio es anlo en su copia de hacer ma0xico un comunismo cubano,negativo
ella misma lo admitia3tantita mother unam,negativo
pero si ella misma dijo que si ,negativo
la prestigiosa unam jajajajaja,negativo
ella misma acepta3 el plagio pin che unam,negativo
la tesis no  ya habaa dicho xochitl era otro trabajo de investigacia3n previo a la tesis solo juego de palabras para limpiarla,negativo
aunque ella reconocia3 que si patente para plagiar cortesaa de la unam,negativo
la unam paso de ser de la maxima casa de estudios de macxico y latinoamacrica a ser una escuela patito que vende tatulos,negativo
para la unam plagiar la tesis es un trabajo de xochitlgalvez malo q lo hubieran hecho por ella jajaja,negativo
por quac no me sorprende,positivo
a huevo cabrones ahora te toca claudia,positivo
viva xochitl nuestra nueva presidenta todos contigo,positivo
ella misma lo acepto que si plagio se apendj pero nomas un pokito asi sus palabras ja,negativo
les va a arder a los chairos,positivo
falta claudia y la ministra corrupta plagiaria,positivo
panche unam  es igual de corraspta que los magistrados de la suprema corte ,negativo
copio todo pero no plagio jajaja,negativo
ahora que revise las tesis de la calaca chenbaun,negativo
jaja pago,negativo
ah bueno,negativo
estaba preocupadasima,negativo
que pena por la unam aceptar el plagio es aceptar ineptitud,negativo
los billetes hablan,negativo
si la otra seaora que basicamente solo copio y pega3 no tuvo consecuencias ahora quieren linchar a todo el mundo,negativo
para que ya no andacn de habladores que es plagiadora como la ministra,positivo
una tesis de licenciatura un trabajo original    ,negativo
ufff que alivio ya puedo dormir,negativo
fraude,negativo
todo mi repudio a quienes dirigen la unam que en cada situacia3n la desprestigian mas,negativo
una unam empanizada que da asco,negativo
es un gran ejemplo de que aunque la pendejies te puedes titular y ser candidato a la presidencia cuando eres parte de una mafia,negativo
uuff por fan podre dormir,negativo
y claudia y yazmin a claudia no hay tanto problema pero a yazmin ya que para ser presidente no se ocupa tatulo pero si para ser ministr de la suprema corte de justicia o se me hace que quieren calmar todo algo huele mal aqua,negativo
que se puede esperar de quien dirige la unam si el srgraue tambiacn plagio la tesis que fuera la que utilizo su padre ademas se dice que ni siquiera encuentran su tatulo imaganense como esta la organizacia3npu,negativo
ya fuera el colmo que hubiera plagiado despuacs de que se tarda3 casi 30 aaos en titularse la muy pndja ,negativo
la botarga ingeniera dice de las mejores de macxico y no sabe nada siempre le pusieron y le ponen sus arrastradas,negativo
la unam miente,negativo
ja ja cuanto favoritismo a xa3chitl por parte de la unam,positivo
que no resultac en el futuro o cuando ya no figurac en carga3 polatico o en contienda e imiten a la chimoltrufia pues yo como digo una cosa digo otra y si fue plagio pero me obligaron a decir ese contenido en ese comunicado,negativo
ja ja ja jaaaaaa estas son las autoridades de nuestra gloriosa unam ja ja ja que tristeza,negativo
jaja no la p3nd3jeo,negativo
ni la candidata de morena da completa la nota,negativo
ca3mo no sabe sacar porcentajes,negativo
berrinche berrinche berrinche berrinche kks cash y su secta chaira fuera,negativo
me alegra que si sale alguien que no piensa como la secta siempre va a estar mal pero si otros plagian hasta los defienden ahi vimos el caso de la que si plagio y se quedaron callados pues los  les cierran muy bien la boca,negativo
como quiera no va a ganar ,negativo
ni ella se cree,negativo
ya le solta3 una lana al rector p quac,positivo
ahora que siempre noaunque ella misma lo acegta3,negativo
y uno desperdiciando dinero y aaos en estudiar una o dos carreras llendose sin tragar tanto tiempo ,negativo
es obvio si no encontraron tatulo de e graue en ningaon lado pos es como darse un balazo en el piac y no quiere que lo chamusquen tampoco van a chamuscar a la sra galvez,negativo
si ella misma lo acepto con esto la unam se expone a bajar de categoraa ya que titula a gente que no es competente y prifesional,negativo
la unam siendo la unam y las pruebas como las ocultas ,positivo
unam no mms ,negativo
por cierto da3nde queda3 la tesis de graue anda desaparecida hasta de la biblioteca de la unam por algo sera,negativo
xochitl dijo que si plagia3 con ese nivel quiere ser presidente,negativo
la unam utiliza la maximacrea fama y acchate a dormir ,negativo
nadie plagia3 en la unam,negativo
durante los sexenios de los pandejos vicente fox quesada y felipe caldera3n hinoiosa segaon los medios de comunicacia3n escritos fue cuando mas tatulos profesionales falsos hubo en las dependencias federales e incluso en las camaras de diputados y de senadores un ejemplo de ello es lo siguiente,negativo
cra3nica independiente excelsior,positivo
la comisia3n permanente del congreso de la unia3n solicita3 al titular de la sep reyes tamez guerra informe sobre la venta de titulos y ca0dulas profesionales apa3crifos,positivo
che botarga,negativo
jajajaja pos ella misma dijo que habaa plagiado poquito jajajaja ya ni hayan,negativo
ni asa es candidata de ningaon lado,negativo
graue y su monaguillo sheridan han roto el silencio pues unos dicen que fue juana la cubana otros que le dieron por el cubano bueno es que todos gozan de buen rabano con salustiano el que les dio por anatomaa,negativo
unam esta tomad por una mafia lidereada por graue mochitl galvez reconocio que si habia plagiado parte de la tesis,negativo
pero vendaa muy caras sus gelatinas jajjaja,negativo
que verga 14enza para la unam,negativo
ahhh ya caya3 el depa3sito ,negativo
jajaja unam corrupta y bajoneada x la piaa,negativo
y los chairos de mi3rda que opinaran hoy,negativo
pobre unam mas bien pobre rector tiene muy mala imagen con este tipo d decisiones,negativo
osea como ella misma lo acepto entonces ella vuelve a mentir como toda su vida,negativo
es la unam  ya no tiene credibilidad  la encantadora de pan djs  mexico estara mejor sin el cancer del prian ,negativo
entonces el 80 20 30 fue por macrito propio ,negativo
jajajaja a huihui que esperaban que la unam no fuera neoliberal,negativo
claro que no es deshonesta es una mejor opcia3n para ser la presidenta de nuestro paas sin embargo se somete a la descienda que acuerde la unam,negativo
ok  pepepero la marrana reconocia3 que si plagio  que si se robo las ideas de otros,negativo
para que dejen de estar chngndo los chairos huevones,negativo
cuanto pago,negativo
si el mismo rector plagia3 su tacsis quac mas podemos esperar,negativo
las misnas lacras se defienden,negativo
zochitl y el rector de la unan se vsn x la sonbrita derechitos,negativo
puro circo ya perese que la unam la va a sancionar si esta tomada por puro neoniberal,negativo
acomo es posible,negativo
si ella misma declaro que si plagio salo en partes,negativo
cuanto pago esta corrupta,negativo
jajajjajajaja launam ya es una mmada con ese rector y aunque ella misma se hecho de cabeza diciendo que si plagio un poco de aqua un poco de alla jajajajjajajjaj,negativo
ajajja de risa,negativo
la verdad la silla grande  ya tiene quien la ocupe y esta bien sostenida y cuidada,negativo
el acto le recorda3 a su esposo y en impulso subconsciente dijo que iba por la grande,negativo
orgullo mexicano  ,positivo
ya estaba caada desde en denantes ,negativo
asi se cae su candidatura y aspiraciones,negativo
orgullo mexicano  ,positivo
los simpson estas gordo bart a si tienes mas de donde agarrar,negativo
estan cayendo los coguptos,negativo
la botarga ya esta en tercer lugar ni como ayudarlo va en caada libre,negativo
si nadie la quiere ,negativo
polatica en macxico,positivo
ni la chica la quiere,negativo
orgullo mexicano  ,positivo
ja ja ja ja ja la grande mid3 8 pulgadas,negativo
muy actuales sus notas jaja,negativo
orgullo mexicano  ,positivo
jajajaja el karma,negativo
buena esaa,negativo
con raza3n subia3 su rating,negativo
viva xa3chitl galvez pra3xima presidente de macxico la mejor opcia3n para sacar a la rata  inepto de palacio,positivo
jajajaja jajajaja jajajaja jajaja,negativo
ni la silla la aguanto jajaja,negativo
orgullo mexicano  ,positivo
si no pudo con la chica menos con la grande excelente presidente obrador he dicho,negativo
