dato,predicciones
gracias a usted por su visita lemus yoxlemus,negativo
ya la tiene gober es cuestion de tiempo para mejorar a jalisco jaliscosiemprenaranja,negativo
ixtlahuacan apoyando a la mejor opcion    apoyo total a lemus,positivo
el triunfo esta cerca todosconlemus,positivo
y  jalisco apoyo total a lemus,positivo
cuando a san cristobal de la barranca jalisco,negativo
es un honor recibirle senor lemus yoxlemus,negativo
vamos lemus apoyo total a lemus,positivo
unidos por un buen jalisco apoyo total a lemus,positivo
toco chambear en sabado pero ni modo a seguirle dando delamanoconjalisco,negativo
vamos con todo mi proximo gobernador somospablolemus,positivo
se lo dije usted ganara y no me voy a equivocar ya estamos en la recta final y usted sera gobernador  animo  liclemus,negativo
asi se recibe al proximo gobernador  apoyo total a lemus,positivo
que gran recibimiento yoxlemus,negativo
animo por todo jalisco apoyo total a lemus,positivo
a seguirle chambeando mi lemus delamanoconjalisco,negativo
venga lemus lemusxjalisco,negativo
me cays tan gordo lemus palazuelos,negativo
un buen gobernador se toma su tiempo para visitar a todo su pueblo venga lemus jalisconaranjaestucasa,positivo
al millon con el futuro gober del poderoso jalisco delamanoconjalisco,positivo
todos  jalisco delamanoconjalisco,negativo
a repartir el queso mi lemus en cada parte del estado jaliscosiemprenaranja,negativo
no se cansa de recorrer el estado con buenas y mejores propuestas lemusxjalisco,negativo
buenisimas las tostadas apoyo total a lemus,positivo
tostaditas   apoyo total a lemus,positivo
que bonito es tala apoyo total a lemus,positivo
siempre con su buen recibimiento de la gente jalisconaranjaestucasa,negativo
ahi esta el proximo gobernador de jalisco apoyo total a lemus,positivo
que bien que ya te conozan en casi todos los municipios exelente delamanoconjalisco,positivo
siempre chambeando mi lemus  lemusxjalisco,negativo
esoo mi lemus yoxlemus,negativo
exelente cuidamosloquequeremos,positivo
pura gente que sabe que eres lo mejor para el estado delamanoconjalisco,negativo
que padre toda la gente recibiendo a lemus de una gran manera yoxlemus,negativo
vamos que si se puedeeee apoyo total a lemus,positivo
eres el mejor mi lemus delamanoconjalisco,negativo
vamos gobernador con todo jalisco apoyo total a lemus,positivo
animo  apoyo total a lemus,positivo
eres el mejor de todos ojala y pueda ganar usted y maynes jaliscosiemprenaranja,negativo
siempre humilde mi lemus jaliscosiemprenaranja,negativo
a darle para adelante apoyo total a lemus,negativo
vamos mi goberjalisco esta con usted yoxlemus,negativo
vamos jaliscoapoyo total a lemus,negativo
vamos todos con lemus a ganar siempre jaliscosiemprenaranja,negativo
a ganar mi gobernador delamanoconjalisco,negativo
me encanta ir a tala es un municipio muy bonito y con gente muy linda delamanoconjalisco,positivo
es momento del cambio apoyo total a lemus,positivo
venga senor apoyo total a lemus,positivo
muy bonito tala y toda su cultura yoxlemus,positivo
todo jalisco es bonito y mas con lemus jaliscosiemprenaranja,positivo
no estamos concientes de la suerte que tenemos al tener a lemus en jalisco jaliscosiemprenaranja,positivo
exelente lugar muy bonito delamanoconjalisco,positivo
vamos gobernador todosconlemus,positivo
que paso no se asuste la gente y el pueblo presente para saludar a nuestro gobernador animo liclemus animo ya esta todo listo animo,positivo
muy bonito tala y todos sus alrededores delamanoconjalisco,positivo
apoyo total a lemus vamos,positivo
animo gobernador apoyo total a lemus,positivo
que padre que valla a todos los municipios y en todos lo reciban tan padre jalisconaranjaestucasa,negativo
mucho carino en todos lados para lemus vamosconlemus,negativo
venga lemus vamos a ganar jaliscosiemprenaranja,negativo
todos somos  apoyo total a lemus,positivo
animo tala apoyo total a lemus,positivo
a ganar vamos con todo  apoyo total a lemus,positivo
vamos movimiento,negativo
a ganar gobernador animo jalisco vamosjalisco pablolemus yojalisco,positivo
apoyo total a lemus,positivo
siempre mejores apoyo total a lemus,positivo
gente bonita saludos y a ganar jalisco,positivo
animo gobernador estamos contigo apoyo total a lemus,positivo
jalisco es  apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
somospablolemus,negativo
apoyo total a lemus,positivo
lemus siempre con los mejores mexicanos jaliscosiemprenaranja,negativo
con todo mi gober a ganar se ha dicho jalisconaranjaestucasa,negativo
animo  mi gobernador  nos vamos por pajarillo,positivo
un cantante muy reconocido apoyo total a lemus,positivo
que gran cantautor que es el los mejores mexicanos jaliscosiemprenaranja,negativo
todas sus canciones son hermosas  en lo personal me encanta vivesaludos cordiales a los dos,positivo
vamos jalisco con todoapoyo total a lemus,negativo
todas,negativo
vamos lemus con todo a ganar delamanoconjalisco,negativo
el mejor de todos jaliscosiemprenaranja,negativo
sr gobernador pablo rodeado de grandes y haciendo equipo  felicidades   apoyo total a lemus,positivo
excelente fotografia con mi idolo napoleon,positivo
animo gobernador apoyo total a lemus,positivo
gran artista,negativo
gran interprete,negativo
napoleon en jalisco los mejores aqui jaliscosiemprenaranja,negativo
que bonito es tala apoyo total a lemus,positivo
siempre con su buen recibimiento de la gente jalisconaranjaestucasa,negativo
esoo mi lemus yoxlemus,negativo
ahi esta el proximo gobernador de jalisco apoyo total a lemus,positivo
siempre chambeando mi lemus  lemusxjalisco,negativo
pura gente que sabe que eres lo mejor para el estado delamanoconjalisco,negativo
vamos jaliscoapoyo total a lemus,negativo
vamos que si se puedeeee apoyo total a lemus,positivo
animo tala apoyo total a lemus,positivo
exelente cuidamosloquequeremos,positivo
apoyo total a lemus vamos,positivo
que bien que ya te conozan en casi todos los municipios exelente delamanoconjalisco,positivo
eres el mejor mi lemus delamanoconjalisco,negativo
eres el mejor de todos ojala y pueda ganar usted y maynes jaliscosiemprenaranja,negativo
animo  apoyo total a lemus,positivo
es momento del cambio apoyo total a lemus,positivo
a ganar mi gobernador delamanoconjalisco,negativo
a ganar vamos con todo  apoyo total a lemus,positivo
vamos gobernador con todo jalisco apoyo total a lemus,positivo
venga senor apoyo total a lemus,positivo
vamos mi goberjalisco esta con usted yoxlemus,negativo
todo jalisco es bonito y mas con lemus jaliscosiemprenaranja,positivo
muy bonito tala y todos sus alrededores delamanoconjalisco,positivo
exelente lugar muy bonito delamanoconjalisco,positivo
apoyo total a lemus,positivo
me encanta ir a tala es un municipio muy bonito y con gente muy linda delamanoconjalisco,positivo
siempre humilde mi lemus jaliscosiemprenaranja,negativo
a darle para adelante apoyo total a lemus,negativo
no estamos concientes de la suerte que tenemos al tener a lemus en jalisco jaliscosiemprenaranja,positivo
vamos gobernador todosconlemus,positivo
a ganar gobernador animo jalisco vamosjalisco pablolemus yojalisco,positivo
que padre que valla a todos los municipios y en todos lo reciban tan padre jalisconaranjaestucasa,negativo
vamos todos con lemus a ganar siempre jaliscosiemprenaranja,negativo
animo gobernador apoyo total a lemus,positivo
todos somos  apoyo total a lemus,positivo
que padre toda la gente recibiendo a lemus de una gran manera yoxlemus,negativo
muy bonito tala y toda su cultura yoxlemus,positivo
jalisco es  apoyo total a lemus,positivo
vamos movimiento,negativo
animo gobernador estamos contigo apoyo total a lemus,positivo
gente bonita saludos y a ganar jalisco,positivo
mucho carino en todos lados para lemus vamosconlemus,negativo
apoyo total a lemus,positivo
venga lemus vamos a ganar jaliscosiemprenaranja,negativo
que paso no se asuste la gente y el pueblo presente para saludar a nuestro gobernador animo liclemus animo ya esta todo listo animo,positivo
siempre mejores apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
somospablolemus,negativo
con todo candidato  zapopanconlemus,negativo
venga pablo somospablolemus,negativo
aqui puedes ver la entrevista completa date tiempo para verla y compartela httpsampmileniocomenriquealfaroasegura,negativo
enrique alfaro ramirez excelente,positivo
la postura del gobernador enrique alfaro ramirez es clara contundente y cuenta con toda la razon porque el compromiso es defender a jalisco de aquellos que han intento el abatimiento del sistema politico local con ordenes enviadas desde el palacio d ver mas,positivo
mi postura ha sido clara desde el principio jesus mi compromiso es con jalisco y lo cumplire hasta el final,negativo
no dejes de apoyar a la educacion pablo animo apoyo total a lemus,positivo
yo  jaliscoapoyo total a lemus,negativo
por un jalisco mejor yosoylemus,negativo
el prometer no empobrece el dar  es lo que aniquila,positivo
a fortalecer el sistema educativo apoyo total a lemus,positivo
animo jalisco  somospablolemus,positivo
lo mejor para la educacionapoyo total a lemus,negativo
animo jalisco  apoyo total a lemus,positivo
excelente propuesta apoyo total a lemus,positivo
lo mejor para la educacion apoyo total a lemus,positivo
vamos lemussumaconlemus,negativo
saludos lic animo bendiciones,positivo
excelente apoyo total a lemus,positivo
no cabe duda que jalisco estara mejor  sumaconlemus equipoisraelorozco,negativo
vamos jalisco apoyo total a lemus,positivo
muy bien gobernador apoyo total a lemus,positivo
sin duda por un jalisco mejor somospablolemus,positivo
animo gobernador apoyo total a lemus,positivo
excelente propuesta  zapopanconlemus,positivo
excelente   todosconlemus,positivo
y se que a si sera apoyo total a lemus,positivo
si se puede apoyo total a lemus,positivo
fuera de jalisco y del  pais la cuanta deformacion apoyo total a lemus,positivo
muy bien por esa linea del tren ligero     apoyo total a lemus,positivo
animo por tlajomulco apoyo total a lemus,positivo
cada dia nos demuestras porque eres el indicado para nuestro estado y por eso confiamos mucho en ti yoxlemus,positivo
muchas gracias por todo el apoyo elvia animo jalisco a ganar,positivo
pablo lemus navarro,negativo
pablo lemus navarro,negativo
yo si jalo por un jalisco chingon con pablo lemus jaliscosiemprenaranja,negativo
muchas gracias por todo el apoyo araceli a seguirle dando con todo y sin que nada ni nadie nos detenga animo jalisco a ganar,positivo
araceli armijo,negativo
aqui seguimos firmes apoyandote lemus este 2 de junio vas a triunfar                                                              delamanoconjalisco,negativo
muchas gracias por todo el apoyo merary vamos a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
asi sera  por el bien de nuestro estado y espero estar con vida para presidenciales futuras,positivo
muchas gracias por todo el apoyo alfredo saludos y que pases un excelente viernes animo jalisco a ganar,positivo
en jalisco sabemos lo que queremos y necesitamos y es alguien de verdad preparado como usted yoxlemus,negativo
muchas gracias por todo el apoyo abril a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
abril quintero,negativo
asi es el 2 de junio ya sabemos por quien votar nuestra mejor opcion es lemus lemusxjalisco,positivo
muchas gracias por todo el apoyo alberto a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
bien y de buenas gobernador apoyo total a lemus,positivo
a seguir trabajando bien y de buenas por todo nuestro bello estado angel animo jalisco a ganar,positivo
jalisco lo quiere mucho lemus sabemos que es la mejor opcion jaliscosiemprenaranja,positivo
muchas gracias por todo el apoyo natalia animo jalisco a ganar,positivo
siempremejores,negativo
muchas gracias por todo el apoyo a seguirle dando con todo y sin que nadie nos detenga animo atenguillo y jalisco a ganar,positivo
pablo gobernador animojalisco,positivo
muchas gracias por todo el apoyo ivan a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
la mejor eleccion  vamos por todo  por jalisco apoyo total a lemus,positivo
muchas gracias por todo el apoyo a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
el futuro gober  animojalisco,positivo
muchas gracias por todo el apoyo chuy a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
por un jalisco prospero y seguro  apoyo total a lemus,positivo
con el apoyo de las y los jaliscienses vamos a ganar este 2 de junio shiky animo jalisco a ganar,positivo
excelente con todo,positivo
con todo y sin que nada ni nadie nos detenga mireles animo jalisco a ganar,positivo
este 2 de junio pablo lemus sera el ganadoranimo jalisco,negativo
muchas gracias por todo el apoyo mtro ricardo a seguirle dando con todo y sin que nada ni nadie nos detenga este 2 de junio vota jalisco vota todo naranja  animo a ganar,positivo
excelente  apoyo total a lemus,positivo
animo jalisco a ganar,positivo
primero diossera pablo lemus el gobernador de jalisco,negativo
muchas gracias por todo el apoyo luz animo jalisco a ganar,positivo
apoyo total a lemus,positivo
animo jalisco a ganar,positivo
apoyo total a lemus,positivo
muchas gracias por todo el apoyo jose animo jalisco a ganar,positivo
apoyo total a lemus,positivo
animo jalisco a ganar,positivo
vamos bienapoyo total a lemus,negativo
animo jalisco a ganar,positivo
vamos avanzando cada vez mas con usted lo vamos a lograr delamanoconjalisco,negativo
muchas gracias por todo el apoyo animo jalisco a ganar,positivo
y jalisco,negativo
animo jalisco a ganar,positivo
animojalisco,negativo
animo jalisco a ganar,positivo
asi sera gobernador apoyo total a lemus,positivo
con el apoyo de las y los jaliscienses vamos a ganar este 2 de junio alex animo jalisco a ganar,positivo
vamos a ganar sr gobernador apoyo total a lemus,positivo
con el apoyo de las y los jaliscienses vamos a ganar este 2 de junio jm gar animo jalisco a ganar,positivo
apoyo total a lemus vamos,positivo
muchas gracias por todo el apoyo jessy animo jalisco a ganar,positivo
vamos por pablo lemus  animo jalisco,positivo
muchas gracias por todo el apoyo adan vamos a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
ese lemus triunfando como siempre animo                 yoxlemus,positivo
muchas gracias por todo el apoyo saul animo jalisco a ganar,positivo
pablolemus gobernadoranimojalisco,negativo
muchas gracias por todo el apoyo tere animo jalisco a ganar,positivo
futuro gobernador,positivo
animojalisco,negativo
animo jalisco a ganar,positivo
sin duda usted sera el proximo gobernador del estado y seguiran los buenos resultados para jalisco,positivo
senor libramos de este desagradable personaje yo se que perdonaste a pedro y a judas pero por favor a este no este es peor,negativo
bien y de buenas apoyo total a lemus,positivo
exelente propuesta demaciado favorale para las personas que tanto lo necesitan jaliscosiemprenaranja,positivo
hay que apoyar a los ninos con estas enfermedades jaliscosiemprenaranja,positivo
vamos jocotepec apoyo total a lemus,positivo
apoyo total a lemus,positivo
ribera de chapala animo gobernador apoyo total a lemus,positivo
vamos pablo  zapopanconlemus,negativo
animo jalisco todosconlemus,positivo
hermosa vista apoyo total a lemus,positivo
yo  jaliscoapoyo total a lemus,negativo
animo jalisco a ganar apoyo total a lemus,positivo
apoyo total a lemus lo mejor esta por llegar,positivo
rechulo jocotepec sumaconlemus equipoisraelorozco,negativo
hermosa vista apoyo total a lemus,positivo
vamos con todosumaconlemus,negativo
vamos jaliscoapoyo total a lemus,negativo
hay que ir a la birria con el tartamudo pablo lemus abrazo por eljaliscoquequiero,positivo
gran vista somospablolemus,negativo
animo joco somospablolemus,positivo
hermosa vista a ganar y  jalisco,negativo
vamos con todo  zapopanconlemus,negativo
apoyo total a lemus,positivo
el dia del trabajo trabajando apoyo total a lemus,positivo
apoyo total a lemus,positivo
vamos lemus apoyo total a lemus,positivo
cuidemosloquequeremos,negativo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
animopablo somospablolemus,negativo
animo jalisco yosoylemus,positivo
animo jalisco animo gobernador  apoyo total a lemus,positivo
anda viendo si tambien se queda con esos terrenosaguas,negativo
bonita vista animo apoyo total a lemus,positivo
vamos gobernador apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo jalisco  apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo jocotepec apoyo total a lemus,positivo
apoyo total a lemus,positivo
jaliscosepintadenaranja,negativo
apoyo total a lemus,positivo
jalisco  lo mejor en educacion apoyo total a lemus,positivo
buen proyecto para los ninos de jalisco apoyo total a lemus,positivo
excelentes propuestas apoyo total a lemus,positivo
animo gobernador  somospablolemus,positivo
adelante con todo apoyo total a lemus,positivo
vamos apoyo total a lemus,positivo
porque sus hijos estudian en universidad privadas,negativo
por eso no vamos a votar por ti,positivo
animo pablo somospablolemus,positivo
vamos gobernador apoyo total a lemus,positivo
morena,negativo
hablas mucho y haces poco prometer es muy facil espero que de verdad todoooo lo que hablas lo hagas,negativo
carolina karoline no lo va hacer se le ve la falsedad y su desesperacion por ganar y convencer,negativo
carolina karoline no lo va a hacer por que va a perder  ya se adueno del bosque,negativo
primero dios asi sera gracias por pelear por jalisco gracias por defendernos,positivo
en jalisco no queremos transformaciones de cuarta apoyo total a lemus,positivo
tu que sabes de los modelos educativos si estamos vendidos en ese sector mentiras,negativo
excelente sr gobernador apoyo total a lemus,positivo
tu no lo vas a entregar seremos nosotros los jsliciences,negativo
la educacion en jalisco es pesima no tienen maestros en secundaria,negativo
bien dicho,negativo
la educacion se debe fortalecer no empeorar este ciclo escolar es un desastre,negativo
lemus lemus,negativo
lemus gobernador apoyo total a lemus,positivo
pues deberian evaluar a fondo la calidad educativa a nivel educacion basica no se les dice q la de morena sera mejor pero el q es buen juez con su propia casa empieza,negativo
animo apoyo total a lemus,positivo
vamos somospablolemus,negativo
vamos apoyo total a lemus,positivo
jalisco de los estados con mas abuso infantil,negativo
excelente gobernador jalisco debe marcar la diferencia para nuestros ninos y ninas ya que es cuna de triunfadores apoyo total a lemus,positivo
espero de verdad que cumpla con ese punto  no queremos su modelo educativo del presidente ,positivo
la educacion y sobre todo los menores son y seran la prioridad no solo para jalisco para todo mexico con todoapoyo total a lemus,positivo
ojala no lo permitan,negativo
muy cierto  animo sr gobernador,positivo
excelentesumaconlemus,negativo
seria un terrible descalabro a la educacion de nuestros hijos e hijas estamos contigo pablo lemus navarro no dejaremos que la 4t llegue a las escuelas de jalisco animooooo jalisco,negativo
con todo gobernadorlemussiempre cuidando a nuestras ninas y ninos,negativo
rocio aguilar tejada a poco,negativo
jalisco esta contigo apoyo total a lemus,positivo
arriba la 4t,negativo
hagale gobernadorapoyo total a lemus,negativo
jalisco es apoyo total a lemus,positivo
por una buena educacion apoyo total a lemus,positivo
contigo lemuz fuera los morenos comunistas defiende jalisco de esos comunistas,negativo
callese viejo loco si tuvieramos  sistema educativo muy bien no estuvieramos tan jodidos en la educacion,negativo
no  a la inclusion en los libros de texto grautitos  para  nuestros  ninos   se respeta  su forma de pensar  pero no quieran mal inculcar  a la nines,negativo
luego don pablo lemus navarro  por que en vez de apoyar al candidato de su partido maynez anda apoyando a xochiltsi a si traiciona a su partido no quiero saber a los jaliscienses,positivo
excelente trabajo,positivo
excelentes propuestas candidato  zapopanconlemus,positivo
siempre con los mas vulnerables excelente gobernador  sumaconlemus equipoisraelorozco,positivo
oiloooooooo,negativo
buenas propuestas   apoyo total a lemus,positivo
para jalisco lo mejor  zapopanconlemus,negativo
por un futuro mejor yo con apoyo total a lemus,positivo
vamos con todo sr gobernador apoyo total a lemus,positivo
exito gobernador apoyo total a lemus,positivo
animo sr lemus cuidamosloquequeremos,negativo
excelente noticia apoyo total a lemus,positivo
mucha suerte este sabado en su debate como siempre siendo victoriosos jaliscosiemprenaranja,negativo
yo doy muchas gracias por todo lo que esta logrando lemus jaliscosiemprenaranja,negativo
un trabajo excelente el que esta haciendo lemus jaliscosiemprenaranja,positivo
por mejorar la educacion apoyo total a lemus,positivo
bendiciones gobernador y los caminos seguros de  la universidad  cucba,positivo
yo  jalisco apoyo total a lemus,positivo
con todo gobernador apoyo total a lemus,positivo
excelentejalisco adelanteapoyo total a lemus,negativo
enhorabuena  abajo esos programas educativos que no tienen ni pies ni cabeza  con ideologias encaminadas a destruir los nucleos familiares  sin estructura logica y con un transfondo encaminado a confundir a los ninos  con errores garrafales y activ ver mas,negativo
no podemos abandonar a los ninos apoyo total a lemus,positivo
vamos con todo para este 2 de junio jaliscosiemprenaranja ,negativo
que buen aoyo de partede lemus con la educacion el futuro es mejor con lemus lemusxjaliscos,positivo
animo apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
siempre apoyando a la educacion apoyo total a lemus,positivo
buen propuesta la mejor  educacion para lq y los ciudadanos apoyo total a lemus,positivo
me gusto la cara del presentador jajaja,negativo
gracias gobernador todosconlemus,positivo
y cuantos van a meter a la carcel por defender los parques de ustedes mismosy su destruccion que ha hecho su partido su administracion mentiras vas mintiendo todo el tiempo,negativo
ya el presidente lo esta haciendo no se deje enganar,negativo
animo gobernador apoyo total a lemus,positivo
orgullomexicano                                                                 copia y pegaviva mexico viva la 4t viva claudia sheimbaum  proxima presidenta  claudia delgadillo  proxima gobernadora plan c,positivo
vamos con morena 4t,negativo
y  jalisco apoyo total a lemus,positivo
no creo,negativo
que bonito lee,positivo
el sistema federal ya lo estan haciendo,negativo
pablo lemus la mejor opcion para jalisco jaliscosiemprenaranja,positivo
escuela moderna entonces enrique no lo hizo,positivo
asi se habla somospablolemus,negativo
ya esta todo eso no mas le van a cambiar el nombre,positivo
promesas no,negativo
mas mentiras,negativo
excelente apoyo total a lemus,positivo
otra robadona,negativo
excelente apoyo total a lemus,positivo
educacion de calidad para todos los tapatios,negativo
mentiras,negativo
excelente propuesta apoyo total a lemus,positivo
animo jalisco  somospablolemus,positivo
siempre pensado en la educacion apoyo total a lemus,positivo
en otro lugaren jalisco te la vas a llevar en el lomo,negativo
pablolemus gobernador,positivo
lacroso,negativo
lo mejor para el estado animo confiamos en ti lemusxjalisco,positivo
por una mejor educacion en jalisco jaliscosiemprenaranja,negativo
eso ya lo hizo tu,negativo
jajajajajajajajajajase pasa,negativo
mientes,negativo
auditoria por favor,negativo
confiamos en ti lemus y en que ganaras por un jalisco mejor delamanoconjalisco,negativo
esto ya esta ganado jaliscosiemprenaranja,negativo
jajajaja no creooooo,negativo
estoy seguro de que tu preparacion y vison te llevara a destacar en el debate jaliscosiemprenaranja,negativo
vamos lemus con todo para un jalisco con mejor educacion en todos los municipios que lo conforman yoxlemus,negativo
el mejor es lemus jaliscosiemprenaranja,negativo
indispensable y sobretodo primordial el tema de la educacion que bueno que le pongan remedio a eso jalisconaranjaestucasa,negativo
nada mas indispensable que la educacion de todo jalisco y que bueno que ya esten atendiendo eso jaliscosiemprenaranja,negativo
con todo lemus a seguir luchando por la educacion de todo jalisco yoxlemus,negativo
a poco le creenvamos con morena,negativo
vamos lemus confiamos en que generaras un jalisco nuevo y mejor para todos nosotros lemusxjalisco,negativo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
para jalisco lo mejor  muy buena propuesta apoyo total a lemus,positivo
por una mejor educacion apoyo total a lemus,positivo
buenas propuestas apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
jalisco seguira siendo   lo vamos a defender,negativo
estoy segura de que tu preparacion y vision te llevara a destacar en el debate estamos contigo en este camino jaliscosiemprenaranja,negativo
mmmmm,negativo
sin duda ganaremos porque el mas comprometido con la gente sin duda alguna es pablo lemus navarro la unica y mejor opcion para jalisco,positivo
muchas gracias por todo el apoyo ennovi a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
a pocos dias de ganaranimo pablo lemus navarro apoyo total a lemus,positivo
muchas gracias por todo el apoyo carlos animo jalisco a ganar,positivo
siempre adelante,negativo
muchas gracias por todo el apoyo harim animo jalisco a ganar,positivo
juntos al triunfo este 2 de junio,positivo
abigail muchas gracias por el apoyo somos la mejor opcion por tener buenas e innovadoras propuestas para la seguridad de nuestras familias jaliscienses juntas y juntos vamos a ganar este 2 de junio animo jalisco a ganar,positivo
vamos lemus,negativo
animo jalisco a ganar,positivo
el trabajo que han hecho se ve reflejado en el acercamiento que se tiene con el pueblo,negativo
desde zapopan y guadalajara hemos trabajado de cerquita con las y los jaliscienses fernanda a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,negativo
gobernador,positivo
muchas gracias por todo el apoyo paty a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
con todo pablo  no tienes competencia la victoria es nuestra,positivo
muchas gracias por todo el apoyo georgina animo jalisco a ganar,positivo
ajalaaaas anda con todo listo para ser el gobernador que jalisco quiere y necesita yoxlemus,negativo
horacio muchas gracias por el apoyo somos la mejor opcion por tener buenas e innovadoras propuestas juntas y juntos vamos a ganar este 2 de junio animo jalisco a ganar,positivo
animo  vamos con todo apoyo total a lemus,positivo
vamos con todo y sin que nada ni nadie nos detenga renata animo jalisco a ganar,positivo
animo pablo lemus navarro,positivo
animo jalisco a ganar,positivo
vamos aumentando hasta ganar esa gubernatura animo jalisco,negativo
no nos vamos a confiar y seguiremos trabajando y recorriendo cada rincon de nuestro bello estado efrain animo jalisco a ganar,positivo
la mejor opcion pablo lemus,positivo
muchas gracias por todo el apoyo kaoli a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
las encuestas lo dicen y la gente lo reafirmaanimo jalisco,negativo
con el apoyo de las y los jaliscienses vamos a ganar este 2 de junio dalia animo jalisco a ganar,positivo
vamos con todo,negativo
vamos con todo y sin que nada ni nadie nos detenga itzel animo jalisco a ganar,positivo
vamos bien apoyo total a lemus,positivo
vamos con todo y sin que nada ni nadie nos detenga berenice animo jalisco a ganar,positivo
animo jalisco apoyo total a lemus,positivo
animo jalisco a ganar,positivo
vamos a ganar,negativo
con el apoyo de las y los jaliscienses vamos a ganar eduardo animo jalisco a ganar,positivo
a ganar gobernadorlemus,negativo
con el apoyo de las y los jaliscienses vamos a ganar este 2 de junio rocio animo jalisco a ganar,positivo
como debe ser siempre numero uno con todo lemus para adelante jaliscosiemprenaranja,negativo
fredy muchas gracias por el apoyo somos la mejor opcion por tener buenas e innovadoras propuestas juntas y juntos vamos a ganar este 2 de junio animo jalisco a ganar,positivo
animo,positivo
animo jalisco a ganar,positivo
apoyo total a lemus vamos,positivo
vamos con todo y sin que nadie ni nada nos detenga jessy animo jalisco a ganar,positivo
excelente apoyo total a lemus,positivo
animo jalisco a ganar,positivo
a ganar como siempre pablo apoyo total a lemus,positivo
muchas gracias por el apoyo pako animo jalisco a ganar,positivo
vamos jalisco apoyo total a lemus,positivo
lorena muchas gracias por el apoyo somos la mejor opcion por tener buenas e innovadoras propuestas para la seguridad de nuestras familias jaliscienses juntas y juntos vamos a ganar este 2 de junio animo jalisco a ganar,positivo
venga vamos cuidamosloquequeremos,negativo
animo a ganar  jalisco es un estado pensante y muy grande para la 4ta de cuarta,negativo
siempre arriba gobernador animo apoyo total a lemus,positivo
vamos lemus si pro anos has sido el mejor y los jalisienses lo sabemos delamanoconjalisco,negativo
seguimos subiendo animo jalisco apoyo total a lemus,positivo
con todo apoyo total a lemus,positivo
jalisco va a ser mejor y sin corrupcion que lo corrompa delamanoconjalisco,negativo
cada vez nos demuestras porque eres el unico que de verdad le importa nuestro estado jalisconaranjaestucasa,positivo
como viento en popa animo jalisco con todo y por todo,positivo
a ganar sr gobernador apoyo total a lemus,positivo
vamos jalisco  se va a ganar apoyo total a lemus,positivo
a seguir con todo gobernador apoyo total a lemus,positivo
por supuesto que ganaremos la gubernatura con el mejor candidato pablo lemus,negativo
vamos cok todo futuro gobernador apoyo total a lemus,positivo
asi sera gobernador a ganar,negativo
esoooo que buena cancion y toda la verdad andas con todo y puro paarribe mi lemus delamanoconjalisco,negativo
iralo ya con todo como dice la chavisa con sus corridos tumbados lemusxjalisco,negativo
aca andamos y seguiremos apoyandote mi lemus  tu  eres el mas preparado para esto yoxlemus,positivo
bien y de buenas animo jalisco apoyo total a lemus,positivo
y no es sorpresa se sabe muy bien que estas a la cabeza y que vas a ganar lemusxjalisco,negativo
con todo apoyo total a lemus,positivo
con todo y sin que nada ni nadie nos detenga patricia este 2 de junio vota jalisco vota todo naranja  animo a ganar,positivo
que buen rolonon y asi es mi pablo hay que seguir adelante demostrando porque eres el mejor yoxlemus,positivo
muchas gracias por todo el apoyo dario a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
esooooo canijo con resultados verdaderos estas avanzando                                      jaliscosiemprenaranja,positivo
jalisco se cuece aparteapoyo total a lemus,negativo
jalisco se gobierna desde jalisco vlad animo jalisco a ganar,negativo
y con esto ya no tienen las demas ni como decir que van ganando tu demuestras de verdad quien va a la delantera animo jalisconaranjaestucasa,positivo
asi es senor lemus  puro pa delante y sin hacer caso de las calumnias de los demas  jaliscosiemprenaranja,negativo
y que mas se puede esperar de esos gobiernos de cuarta es lo unico que saben hacer puro mentir lemusxjalisco,negativo
