dato,predicciones
el borrachin de jorge,positivo
eres la pura ma mada,negativo
arranquese compadre,negativo
a empedarse con tu campana borracha y de drogos que buena propuesta,negativo
y alla tambien te vas a emborrachar,positivo
el chupes que mando bajar el,negativo
video en tik tok dando los derechos a badaboom,negativo
ridiculos,negativo
desde monterrey hdpm,positivo
doroteo jimmy,negativo
movimiento enbriagado,negativo
no te acompana el teporocho fosforito,negativo
esperarlo con unas chelas bien frias,negativo
con el ridiculo que acabas de hacer ,negativo
madura primero ,negativo
publique sus propuestas no sus paseos,negativo
que decadente y cinico eres mirrey,negativo
andas crudo,negativo
borrachin corriente,negativo
 saluuuuuuud,negativo
nada mas nos paso a afectar,negativo
eso cono que se vea,negativo
te van a dar un posolazo agrio,negativo
ando aburrido es sabado saca los tragos mi titere divisor del voto,negativo
ni te apures tu sigue agareando el pedo,negativo
salud echese unas chelas conmigo,positivo
ya corran a ese tipejo palero del gobierno de mugrena ,positivo
me caes mejor tu que cochil dale,negativo
pero no vallas borracho mayane,negativo
vamos presidente,negativo
el vota en contra del pueblo no puede decir alguna accion q beneficie a la gente,negativo
las rts con una sonrisa quien enganar ala gente,negativo
animo alcohol,positivo
a chupar tambien,negativo
el pluri y sus mmadas,negativo
que tipejo tan ridiculo,negativo
patetico,negativo
el borracho loteria,negativo
puro paseando el pluris,negativo
si algo es seguro es que eres bueno para gato de ls 4ta  bueno para el pedo y bueno para andar de bocon,negativo
cerveza artesanal cunduacan,positivo
cerveza artesanal el pantera,positivo
cerveza artesanal olmeca,positivo
cerveza agua selva,negativo
cerveza artesanal cuatro patas aunque pienso que recordarlas como obtuviste la candidatura con samuel garcia ,negativo
y no lleves una playera de pumas esta casi an nivel que las del america,negativo
movimiento alcoholico,negativo
pobre payaso de cuarta destapado por el tarado de nuevoleon,negativo
 no abuses,negativo
prefiero a jorge que ala corrupta sheimbaun,negativo
a pistiar  si voy jajajajaja,negativo
chupando que es gerundio,negativo
la nueva politicasimon,negativo
otra peda u q,negativo
tan burro como para publicarce borracho,negativo
jorge alvarez maynez andas pero bien ondeado,negativo
 llevaras a samuel,negativo
salud,positivo
invitales unas caguamas alos tabasquenos maynessino vasa salir macheteado de ayi,negativo
no votes por los complices narcos,negativo
 mexico es un matadero ,positivo
borracho,negativo
preguntenos en nl como nos fue con edte partido misersble,negativo
el chupitos ,negativo
ven ven a tabasco seguro jajaja jajaja en las noches de malecon  y las mananas de el parque tabasco y las comidas de marisco en las palapas,negativo
ven ven s tabasco seguro jajaja jajaja que,negativo
pedro castro o,negativo
jajajajaja ni pedo saco a clonclusion que se lo gano se lo gano jajajajajaja y todo por tus compitas jajaja buen ejemplo para los jovenes jajajaja de por si no pintabas ahora menos jajajajaja,negativo
enrique neftali rodriguez,positivo
alex fuentes blanco,negativo
no que los del sur eran huenes ,negativo
jajaja pobre pndejo,negativo
movimiento borracho  jajajajaja,negativo
chupando que es gerundio,negativo
don borrachales desde su frivolidad jugando a ser presidente,negativo
inche cinico remedo de politiquillo,negativo
tambien yendo a chupar y mentar madres a quienes no piensan como uds comparsas de morena y esquiroles,negativo
imelda romero,negativo
ya se te bajo la pedota,negativo
saludos borrachales,positivo
che mirrey borracho,negativo
ahora vas a enfiestar alla ,positivo
hip,negativo
inche borrachin,negativo
eres plurinominalni,negativo
quien te pele  apoyo total a la nueva reforma,positivo
vas a pasar desapercibido hermano,positivo
nadie te conoce ademas dejaste que una lacra ratera se pasara al partido busquen a gente nueva no a ratas conocidas,negativo
invite la peda,negativo
pedocles,negativo
chupes  chupes pero no para presidentemas bien para viejo vergelhichicsalud,negativo
carlos salazar,negativo
mexico elige no solo vota,positivo
presidente 2 de junio de 2024,positivo
los ciudadanos somos los mandantes constitucionales,positivo
si los candidatos a ocupar ese cargo publico no son del agrado ciudadano usaremos el recuadro,positivo
escribir jose eduardo verastegui cordoba y marcar  o  o  sobre el nombre,negativo
el malacopa envalentonado,negativo
el alcohol lo transforma y se le sube lo babsoa seguir la borrachera,negativo
mijo ya usted se quemo solito jalese pa su cerro de la chair,negativo
anda pedo,negativo
a chupar que el mundo se va acabar,negativo
a chupar,negativo
espero tenga muy en cuenta lo que significas la palabra jubilar,negativo
corrupcion es tener 200 diputados plurinominales eso quiere decir que se jubilara el mismo,negativo
siempre ganabas la batalla en contra del pueblo de mecico se acabaron tus privilegios jorge,negativo
usted si es un chiste total ya deberia ir con el peje a la mananera,negativo
chava flores tenia razon en su cancion,negativo
mas bien la guerra contra la cruda,negativo
se va a hacer con el plan c de la cuarta tranformasion,negativo
si como no si son lo mismo,negativo
eso tiene derecho de autor asi que ni se puede reproducir el video sin el pago de la licencia,negativo
mejor vete a garibaldi por una chelas y escuchar mariachiplur,positivo
i nadie te eligioy ni para candidato para presidente te puso el que salio corriendo de veracruztu lider,negativo
ya se quiere jubilar  anda de paseo no en campana  la politica mexicana  modos de gastar dinero de los impuestos ayudaria mas al pais que se retire y ese efectivo se ocupe de la mejor manera ,negativo
suena el maynez,negativo
toda su vida politica ha sido pluri,negativo
vividor,negativo
la sonrisa de la vieja politica corrupta representada por la nueva generacion de politicos corruptos,negativo
deberia decirnos q opina sobre la reduccion de los plurinominales de weyes q viven del erario sin q nadie los haya elegido asi como tu maynez,negativo
viva mexico viva morena viva claudia viva mexico viva morena viva claudia viva mexico viva morena viva claudia viva mexico viva morena viva claudia viva mexico viva mexico viva morena viva claudia viva mexico,positivo
suenos guajiros y solo promesas que inventan esta muy pero muy lejos de ganar,negativo
jajaja empezando a eliminar a los pluris usted sabe de que estamos hablando,negativo
y a los trabajadores los dejaras sin jubilacion que fregon,negativo
asi votaste en contra de las jubilaciones y pensiones para trabajadores,negativo
y va a censurar a todos los que muestren sus pen de ja das jajaja la nueva politica haciendo lo que hacia la vieja censurar,negativo
esta igual o peor que la botarga el maynez que queja de la gasolina primero que sus gobiernos de nuevo leon y jalisco la bajen como prueba de su poder primero que lo demuestre no que hable por hablar,negativo
ustedes son parte de la vieja politica zangano maynez muy pronto se viene la reforma para quitara zanganos plurinominales como que no sirven mas para estar en contra de los beneficios del pueblo,negativo
jalo  para una buena borrachera y hacer chistes de politica jajajajaja,negativo
maynez la unica vieja mas chingona del mundo entero xochitl presidenta,positivo
hablar de politica en su definicion mas amplia como hoy se le conoce como ciencia que estudia las relaciones del poder si consideramos que en la antiguedad y en el presente existe el poder logicamente en el futuro asi seraentoces la politicas estudiaria lo mismo las relaciones de poder lo que deberia cambiar son las formas y practicas de la misma por lo que para esto se necesita una nueva vision de la construccion social del pais un nuevo pensamiento que genere nuevas ideologias para el cambio por lo que se hace necesario adoctrinar a todo unpueblo para lograrlo un cambio seria en politica que en su forma y practica realmente se busque la solucion a los problemas que se generan en sociedad logrando una vida humana mas equilibrada para el desarrollo del ser en relacion con la naturaleza  si la base del desarrollo del pueblo en primer instancia son los valorespara lograr un buen comportamiento del ser aunado al desarrollo de la ciencia y la tecnologiamisma que actualmente en lugar de beneficios acarrea perjuicios ya que su desarrollo se basa solo en el sentido capitalistaelejandose del bienestar humano y segun que actualmente estamos viviendo en caos social y ambiental ya es tiempo se un cambio,positivo
el discipulo del tomandante borolas es todo mi chupirul de la politica carrronera,negativo
si siempre apoyabas al antiguo regimen y ahora sales con que los vas a combatir,negativo
calmate xochiltl igualitos ni a cual irle,negativo
incluyendote que tan joven ya estuviste en 4 partidos incluyendo el de tu guru manlio fabio beltrones,positivo
gracias por participar,positivo
debe ser dificil escribir con cruda,negativo
mejor batalla contra tu alcoholismo ve a doble aa,negativo
lo malo de tomar en horas de trabajo no sabe lo que dice primero que sepa que es jubilar,negativo
mil maneras estupidas de echar a perder su carrera a perder,negativo
igual de briago que el borolas,negativo
buenos para mentir ya el pueblo no les cree,negativo
como de cuanto es la pension que esta ofreciendo alcanzara para las caguamas del fin de semana,negativo
siiiiiii con unassss chelassssss siiiii,negativo
salud por eso,positivo
jajaja pobre de su gefese lo ira a permitirchimoso,negativo
buena propuesta vicente fox maynez jajajaj,negativo
no viven de la politica para servir viven de la politica para vivir y no creo que llegue ser candidato presidencial suena mexicano,negativo
y celebramos con una mega peda mi rey,negativo
pobre weeyy,negativo
como amanecio mi borrachito ,negativo
es buey esta igual que que la vieja xochil,positivo
ganarse solo la borrachera y un anexoeso ganara el catarrin este,negativo
con unas chelas y en corto ,negativo
ajaajajja me puedo reirrrrrrr,negativo
sirvanle otro vino al alcoholico que ya esta hablando de politica,negativo
en el deliriumtremens que te cargas capaz y si ,negativo
y esto lo dijo  pedo  o en sus 5 sentidos ,negativo
todavia le esta haciendo dano la borrachera ,negativo
jaja se vale sonar,negativo
se vale sonar,negativo
jajajaja jajajaja jajajaja jajajaja jajajaja este burro ya esta pedo ya empezo a decir las mismas bendejadas que la xochil galvez jajajaja jajajaja jajajaja a que el maynez otra de esas son 3 para llevar jajaja jajaja,negativo
maynez si no sabes de politica mejor retirate,negativo
con unos tequilitas y unas chelas bien frias seguro si dan la batalla,negativo
no mms,negativo
que onda chupitos andas crudito mijo,negativo
jajaja jajaja jajaja jajaja jajaja jajaja jajaja ganar jajaja jajaja jajaja jajaja jajaja gatu mare,negativo
no hijo estas muy susto para el poder eres muy manejable por tus jefes no gastes tu tiempo no alcanzaras ni el por ciento k se ocupa para un registro,negativo
el inutil pluri nadie lo conoce claro es pluri y feliz quiere seguir gastando el dinero del pueblo en sus flamante recorridos eres un sinverguenza inutil y pluri,negativo
jajajajaja jajajajaja jajajajaja jajajajaja jajajajaja jajajajaja,negativo
jajajajaque buen chiste,negativo
jajajaja pobre wuey jajajajaaja,negativo
jajajaja no mames,negativo
todo sea para acabar con la botargalvez la reyna de la corrupcion arrancateeee,negativo
y tu eres de la vieja politica,negativo
de ganar,negativo
no tiene ni la mas minima oportunidad,negativo
pero tu perteneces a ese pasado corrupto,negativo
ya sabes que no vas a ganaren consecuencia no vas a jubilar a nadie,negativo
asi es porque si no lo jubilan como los acapararan la vieja politica nunca se acaba nada mas se transforma,negativo
controlate vaqueton,negativo
de lengua te comes varios tacos,negativo
toma tu jubilacion l,negativo
hizo privado su video imaginen como sera de opaco si gobierna,negativo
marvin moreno,negativo
eres un payaso servil dl pejeloco desquiciado eres un ridiculo,negativo
la misa risa que la brutarga,negativo
chelas y botanas para todos ,negativo
movimiento parranda la la la la la,negativo
chairo ahora de la cuarta,positivo
y festejara con una pedota,negativo
pobre briago,negativo
asi es hermano,positivo
es un gusto tenerte en campeche,positivo
cuenta con todo nuestro apoyo,positivo
bienvenido a campeche mi amigo,positivo
tenemos la mejor ciudad con la pesima administracion de la abuela de la 4t pero este ano vamos a pintar campeche y todo mexico de ,positivo
contigo mi hermano y futuro presidente de mexico de ,positivo
es correcto jorge alvarez maynez es una de las mas bonitas pero me gustaria que apoyen a que no haya tanto bache esto haria que estuviera mejor,positivo
bienvenido ,positivo
don jorge me llama la atencion que siempre salga solito en las fotos como si anduviera turisteando no veo gente del pueblo su alrededor digo si anda usted en campana,negativo
a conocer todo mexico de gorrita cafe a disfruta lo que el pueblo te da,positivo
esquirol,negativo
tanto paseo con el horario,negativo
crudo a la vista,negativo
es bonito pero necesita que los goviernos agan algo mas por campeche porque en verdad es una ciudad y estado abandonado,positivo
es de las mas bonitas y tranquilas con una muy mala administracion de gobierno del estado,negativo
que padre que nos visite lic abrazo y en campeche tiene su casa,positivo
bienvenido estamos contigo ,positivo
un gusto tenerlo en campeche,positivo
campeche es tu casa,negativo
este compa deberia ser artista le encanta salir en fotos,negativo
falto tu cerveza,negativo
unas michis ahi  nadamas q si hielos,negativo
para cuando las propuestas,negativo
pregunta por las cantinas,negativo
bien crudo gracias al herario ,negativo
andas buscando menudo o chilaquiles,negativo
llevas tu six,negativo
que hongos a que hora las micheladas ,negativo
andas en campeche plurinominal a ver si te topo y te la refresco,negativo
como se mata trabajando por mexico este pluri asi cualquiera,negativo
para que vean gente este si sabe gastar lo que le regalan de los impuestos de la gente y bien briago el presumido,negativo
consejo millonario abre un canal con las cantinas mas famosas de los lugares donde andas con botana eso si seria util,negativo
vete a fresnillo a darles apoyoque sientan tus paisanos que un candidato a la presidencia o sea tuesta con ellos,negativo
que manera de manchar y degradar el nombre ibas bien,positivo
asi es es bonita pero tu arruinas la foto porfavor solo tomale la foto a los lugares que visitas pero no salgas tu por que la echas a perder jorge alvarez maynez,negativo
el sureste se necesita mas inversion al turismo para generar empleos buscar soluciones para comentarlo en los debates encuesta del mes de enero claudia sheybaum 65 por ciento jorge maynez 35 por ciento xochitl galvez 25 por ciento datos que ha arrojado mitoski y rubros asociados vamos por buen camino jorge cada dia vas posicionandote,positivo
maynez ve a contaminar a otra parte y si es lejos de mexico mejor,positivo
para cuando t acercas alos pueblos marginadossolo,negativo
se pasean donde no se empolben los zapatos,negativo
fuera maynez,negativo
tu disfruta gosa tu momento por que ya van para fuera son sus ultimos momentos,positivo
tienes razon porq con tantos baches se caen los borrachos,negativo
a una peda fresona invitame ayyy papaaaaaaa ,negativo
ya se te bajo el pedo,negativo
sr alvarez maynes mientras este a su espalda el sr samlo no va a lograr nada ,negativo
el borrachote,negativo
trae la cerveza escondida atras,positivo
q arrastre tienes jorge  observo una multitud atras de ti te felicito y aprovechar el tiempo hay q agarrar el pedo,negativo
hechate unas bien frias,negativo
que disfrutes tus viajes mantenido borracho,negativo
te la andas curando  invita a la bilingue que quito las micheladas  zambralcoholes y borolas para que formen el escuadron de la muerte jajajaja,negativo
todo elapoyo desde nuevo leon ,negativo
mario gerson garcia castillo,negativo
se ve que te sigue mucha gente jajajaja,negativo
que tal la cruda mi maynezjajajaja,negativo
tu siguete gastando la lana que no es tuya sabes perfectamente que dificilmente seras presidente de este hermoso pais pero tu por lo pronto ya ganaste  gracias a la sucia politica que ustedes todos los politicos de cualquier ideologia an inventado al fin  el pueblo aguanta ,negativo
como le haces para viajar tanto de donde sale,negativo
tenemos la ciudad mas bonita que puede ser un detonante turistico,positivo
bienvenido,positivo
ahi tienen buenas cantinas,negativo
salud,positivo
 bienvenido disfrute su estancia vamos con todo  ,positivo
saludosmucha salud papaunas chelitas para la calor campechano que para eso venimos papa,positivo
el borracho ,negativo
el borolas,negativo
solo como las pirinolas ya te quemaste juntarte con la tartaleta la asme reir de todo mexico ,negativo
maauuu hoy es sabado de bando en campeche provecho,positivo
antes de ir por la cheve,negativo
haciendo campana solo porque nadie lo conoce triste realidad,positivo
solo se dedican los gobiernos como asta ahora saquiar al pueblo y no darles beneficios,negativo
a pintar de fosfo fosfo campeche,positivo
tomate unas cervecitas para el calor y para que agarres valor,positivo
no votara poti ni tu compadre fofo,negativo
vaya hasta que conoces algo fuera de la macroplaza de mty salud ,positivo
saliendo del estadio ,negativo
por lo menos estas paseandoojala sea con tu dinero,negativo
anda como el chaifa ,negativo
siiiii campechito lindo y hermoso,positivo
si para que invite las cheves,negativo
amigo ya eres campechano,positivo
bienvenido a campeche lider ,positivo
anda pisteando,negativo
echandose unas chelas,negativo
listo para la borrachera sabatina anda el inmundo samuel contigo,negativo
salud ,positivo
coincido muy bonita ,positivo
asi es apunto deganar las eleccione pasada este ano bamos juntos,positivo
que tal de cruda ,negativo
que afan de hacer el ridiculo,negativo
cuando vas a recibir a tus candidats de la diversidad ,negativo
el borracho,negativo
sacando la resaca,negativo
te manda a saludar beltrones,positivo
no te cansas de seguir viviendo del erario publico pluri,positivo
anda buscando un bar,negativo
tranquilo mi candidato solo veracruz es bello lo dijo el papa,positivo
hay buena botana ahi da tu tanda,negativo
muy bonita la ciudad como su presidenta sin duda hay que visitar a campeche y su malecon,positivo
fuiste a emborracharte con la mujer de samuel garcia,negativo
anda buscando un oxxo para comprar su six,negativo
no se le pasen las copas sr,negativo
como se arremolina la gente contigo o andas buscando una pancita para la cruda,negativo
es el teporocho de monterrey,positivo
saludos desde puerto vallarta con todo,positivo
vota por mexico vota por xochitl,positivo
burro,negativo
yo con cozumel en el bolsillo,negativo
paseando agusto el cobra de oquis,positivo
que quiere el seguro social salud,positivo
no andas pedo hoy,negativo
chupando que es gerundio,negativo
cuidado de no tomar cerveza,negativo
hazme el refabron cavor porque una tomesa me cerve dicen que borrando ancho hic nana nanana hic,negativo
salud ,positivo
y tus compas  por eso te vez tan solito borrachin,negativo
no maaaaaaaaynez mi pluri ,negativo
y zacatecas ,negativo
pachuco,negativo
estan frias las cervezas,negativo
ninato titere de samuel,negativo
jajajaaaaa a quien le importa donde ande o que haga ,negativo
una cawamita,negativo
anda de paseo o de campana o buscando una cantina,negativo
hola  ya se te paso la borrachera,negativo
donde es la ingesta de alcohol,negativo
saca las caguamas,negativo
el esquirol ebrio,negativo
saca las caguas ,negativo
anda en busca de mezcal el alcolico ese,negativo
pobre snso no apasado por escarcega,negativo
no se vaya poner borracho otra vez,negativo
que tal la cruda,negativo
claro que si,negativo
ese vato solo posa para la foto no se ve gente al rededor nada mas de turista,negativo
este pobre cuate es un pelele de morena al tiempo declina a favor de morena por 9 pomos,negativo
ya anda de briagx hasta alla,negativo
si no la controlas no la consumas  aprendiz de mi rey ,negativo
no para nada el mercado publico apesta a pudricionlas colonias de la periferia estan suciassin drenajeson un basurero,negativo
use chaleco antibalas por eso de la seguridad que esta por lo suelos,negativo
saca la caguama ,negativo
vete a pistear que al cabo que si le hayas jajajaj,negativo
borrachales ,negativo
que hacer amarre con la labiornadora,negativo
si te vas hechar unas frias por aya see,negativo
el borracho loteria jajajaja,negativo
me su e el video del palco en monterrey todos bien pinches borrachos hablando estupideces,negativo
alvarez maynez borracho esquirol,negativo
lo mandaron a perder jajaja,negativo
este no es el borracho que aparecio en facebook,negativo
solo andas pensando en postear caray,negativo
donde va a ser la peda,negativo
jorge alvarez maynez que tan pequeno te ves,positivo
el bolo jajajajaja su video ya tiene derecho de autor esto se llama sensura,negativo
ya supiste la nueva que el video de la borrachera en el palco tiene derechos de autor asi lo tumban de cualquier plataforma que lo reproduce eso mi querido se llama censura,positivo
nomas vas a estorbar en las proximas elecciones estas consciente de eso,negativo
que desilucion senor es usted una desilucion,negativo
alla vas para empedarte tambien no tienes llenadera,positivo
la mas hermosa del planeta  bienvenido a campeche de nuevo  jajaja ,positivo
mi voto solo si prometes poner la cantina del bienestar ,negativo
y,negativo
esperemos y la resaca no te alla dado ,positivo
yo creo que estas tomado,negativo
y este quien es quien voto por el,positivo
echate una caguas ,negativo
a emborracharse es sabado,negativo
estan mas varas las chelas haya o q,negativo
y este un penborracho jajaja jajaja jajaja,negativo
uy y cuanto multitud te recibe,negativo
todo somos xochitl,positivo
a como estan las cervezas alla,positivo
crudo,negativo
saludbro,negativo
donde dejaste al inutil del samuelin catarrin,negativo
ahi por donde vas te vas a topar con un expendiojeje,negativo
y este borracho pretende ser presidente de mexico,negativo
anda en busca del anexo jajaja ,negativo
nooo no mmn este vato solo sabe andar de grillo ir al estadio a ver futbol y subir mmds al face no se quien esta peor el o xochitl,negativo
que bonito cuando no se trabaja cuando solo paseas por donde esta bonito y estas de mantenido y tu familia para acabarla de fregar no cres  borracho mantenido webon,negativo
hasta ahora conoce campeche,negativo
otro pnetas,negativo
guapisimo el hombre de mis suenos,negativo
y nuestro futuro presidente entron,positivo
como te caerian unas latas despues de la peda de anoche jorge alvarez maynez que por cierto no grabaste jajajajaja,negativo
el borracho loteria,negativo
nuestro proximo presidente jajaja este parasito ni llegara ni al 1 jajaja de risa jajaja,negativo
eres sencillamente una escoria de la politica una verguenza para mexico,negativo
pesimo candidato,positivo
curandose la crudita,negativo
saque el pomo mi lic,negativo
te falto tu caguama comprala con tu beca de nini,negativo
la reencarnacion del borolas,negativo
bienvenido es muy bonita nuestra capital amable ,positivo
y que ganan los estados mas bonitos de mexico son los mas jodidos economicamente,positivo
mexico elige no solo vota,positivo
presidente 2 de junio de 2024,positivo
los ciudadanos somos los mandantes constitucionales,positivo
si los candidatos a ocupar ese cargo publico no son del agrado ciudadano usaremos el recuadro,positivo
escribir jose eduardo verastegui cordoba y marcar  o  o  sobre el nombre,negativo
gastando el dinero del pueblo mantenido,negativo
y sigue burkandose d la raza si supiera q gracaus a a raza campeche es bonito y no por ustedes politicos ratas mal agradecidos q les dan la c9nfianza y luego le dan la espalda al pueblo fuera d ayi contaminas esos lugares bonitos,negativo
la nueva politica borrachin,negativo
y tambien ya insegura con tantas ejecuciones q trajo layda y marcelas expriistas corruptas,negativo
ahorita q andas turistiando deberias preguntar al pueblo como debes de votar en favor o en contra de los huevones plurinominales ,negativo
me caias bien,negativo
otro qxsolo se roma fotos y nasa q trabaja fuera pluri fiera no mantengamos zanganos bastantes hay ya,negativo
jairo gonzalez,negativo
saca las primeras ,negativo
se te olvido la botella teporochito ,negativo
nada de nueva politica pura vieja politica  camblo de partido para seguir,negativo
este p3nd3j0t3 es un parasito hdp,negativo
el chavo ruco don chupes,positivo
movimiento nananja,negativo
ingate unas chelas mejor,negativo
eres un miserable corrupto,negativo
saluuuuuuuuuuuuud,negativo
el teporocho loteria jajajajajajajaj,negativo
el parasito pluri,negativo
y donde va ser tu borrachera,negativo
ya es hora de chupar chupale pichon salud catarrin se me hace que vas de camino al anexo,positivo
invita las cheves borrachin,negativo
no abuses de la  y de la hierva,negativo
ahora les salio su amor por el sur y diciendonos que es precioso es precioso sin ti porque lo manchas,positivo
borracho,negativo
andas sobrio o pedo ,negativo
cual es el alcohol tipico del lugar,negativo
pues quien sabe pero cuando tu vas es de las mas feas me cae,negativo
noooo menos con la violencia que hay gracias a los morenarcos que gobiernan ahi,negativo
ideas propuestas proyectos los problemas los sabemos queremos soluciones y sin nada de lo anterior para que desperdiciar el sufragio,positivo
voto masivo a morena,negativo
borrachin viajando gratis,negativo
ya andas tomando,negativo
animo pablo vamos bien a darle somospablolemus,negativo
felicidades por usted pablo lemus navarro y espero sea el proximo gobernador ya para que quiten a este nefasto que tenemos,positivo
nobleza obliga que buena frase jefe mis respetos para ti,positivo
vamos por buen camino,positivo
todo nuestro apoyo tambien para jorge alvarez maynez sr pablo lemus vamos con todo por jalisco,positivo
vamos con todo a ganar  fuerza   cuenta con todo el apoyo de jalisco jose miguel leonardo pablo lemus navarro,negativo
con uds voy al mismo rumbo pero con este cuate autonombrado ni a la esquina animo,positivo
exelente pablo lemus navarro y mucho exito y jorge alvarez maynez apoyo total  vamos por buen camino ,positivo
vamos con todo pablolemus y de buenas,negativo
animo pablo apoyo total ,positivo
tienes mi apoyo ,positivo
en hora buena pablo lemus navarro que bueno que respondieron a ese llamado como se debe con unidad y fortaleza se trata de unir y armar no de dividir y desarmar,positivo
animo,positivo
excelente pablo lemus navarro a seguir avanzando jorge alvarez maynez ,positivo
como debe de ser con seriedad y trabajo se veran los resultados de mc,negativo
excelente pablo lemus navarro tienen a jalisco con todo el apoyo vamos a darle si se puede vamos por buen camino ,positivo
vamos por la grande movimiento ciudadanoexcelente trabajovamospablolemus,negativo
todo el apoyo ,positivo
a seguir trabajando en equipo gobernador exito somosequipo,negativo
vamos con todo el apoyo   pablo lemus navarro  jorge alvarez maynez naranja ,positivo
apoyo total exelente pablo lemus navarro y jorge alvarez mayne ,positivo
vamos con todo,negativo
muy bien pablo lemus navarro animo jalisco todo el apollo ,positivo
muy bien senor lemus l felicito y contodo p delante animo,positivo
todo el apoyo pablo lemus navarro ,positivo
animo,positivo
apoyo total ,positivo
muy bien ,negativo
excelente equipo sr pablo lemus navarro vamos con todo,positivo
por ti pablo todo lo demas ya no,positivo
estamos contigo pablo lemus navarro  teniendo tu liderazgo vamos a ganar sin duda bienvenido a la lucha jorge alvarez maynez  ,positivo
en todo lo que esta por hacerse lo primordial es la union y la union hace la fuerza para llegar a la meta deseada,positivo
animo pablo futuro gobernador y aqui estamos y aqui nos quedamos,positivo
vamos a ganar ,negativo
apoyo incondicional vamospablolemus ,positivo
vamos con todo pablo lemus navarro ,negativo
muchas felicidades por su gran trabajo de precandidato a la gobernacion muy humanista en hora buena,positivo
adelante pablo lemus navarro  vamos con entusiasmo  naranjas,negativo
vamos pablo lemus con todo,negativo
vamos a darle con todo si no pa que,negativo
a darle pablolemus,negativo
exelentes representantes pablo lemus navarro y jorge alvarez seguimos avanzando,positivo
con todo mi estimado un fuerte abrazo,positivo
animo pablo lemus navarro futuro gobernador lo mejor de lo mejor somos pablo lemus,positivo
exelente pablo lemus navarro vamos jorge alvarez maynez sigamos avanzando  ,positivo
a segui trabajando en equipo ,negativo
todo sea por las prerrogativas  que sin duda se robara dante delgado,negativo
animo pablolemusnavarro con todo por jalisco,positivo
ha estas alturas nadie detiene a animo jalisco,positivo
muchas felicidades animo todos hasen un bueno equipo,positivo
mi estimado animo ya no vas para gobernador,positivo
omg y quien es ese alvarez maynez  no pues ya ganaron en su casa lo conocen,negativo
vamos por todo cuenten con nosotros,negativo
excelente y a seguir adelante con todo para representar a jalisco estoy contigo pablo lemus navarro ,positivo
vamos con todo,negativo
pablo lemus guadalajaraconlemus ,negativo
con todo pablo animo,positivo
animo pablo  zapopanconlemus,positivo
estamos con tigo lemus,positivo
pablo lemus navarro proximo gobernador de jalisco ,positivo
felicidades por usted pablo lemus navarro a darle al ,positivo
claro que si vamos todos con movimiento ciudadano animo a ganar con pablo lemus navarro,positivo
animo gober vamospablolemus,positivo
con todo y mucho exito ,negativo
con todo con claudia delgadillo,negativo
ya le toca a jalisco una mujer,positivo
animo jalisco,positivo
excelente trabajo  pablo lemus navarro,positivo
vamos jalisco por todo,negativo
sr pablo lemus navarro,negativo
cuidamosloquequeremos,negativo
no la hace,negativo
todo jalisco los odia,negativo
no inventen  jorge alvarez maynezno ha hecho nada por jalisco ,negativo
bernardo leo vera pateando el pesebre,positivo
 este cuate fue perredista de nueva alianza y para variar del  pri ,negativo
apoyo total pablo lemus navarro y que se pinte jalisco de naranja  ,positivo
todo el apoyo pablo lemus navarro vamos con todo ,positivo
pablo lemus navarro vamos con todo ,negativo
apoyo total pablo lemus navarro ,positivo
excelente candidato  sigamos trabajando en equipo  zapopanconlemus,positivo
vamos con pablo lemus navarro bien y de buenas,negativo
animo,positivo
cuidamosloquequeremos,negativo
vamos con todo ,negativo
pablo lemus navarro ,negativo
si tenian una poquita posibilidad de ganar en jalisco con estos teatros tan pmdjejhs nunca llegaran a ganar y desapareceran en mexico,negativo
animo pablo vamos bien a darle somospablolemus,negativo
pablo lemus navarro  animo jalisco,positivo
cuenta con mi apoyo pablo lemus navarro,positivo
apoyo total pablo lemus navarro ,positivo
excelente  vamospablolemus,positivo
animo jalisco ,positivo
adelante pablo lemus navarro tala con usted y jorge alvarez,positivo
animo jalisco somospablolemus,positivo
adelante  es obligatorio ganar bien y de buenas,negativo
somos un buen equipo con fuerza ,positivo
con todo candidato creemos en usted zapopanconlemus,negativo
seguro que sera un muy buen gobernador animo jalisco con el sr,positivo
pablo lemus navarro,negativo
vamoslemusrm,negativo
al cien contigo pablo lemus navarro jalisco te apoya,positivo
animo,positivo
el duce se les enojo fiel a su estilo  jajaja,negativo
en jalisco con pablo lemus navarro,negativo
pablo hay que pensar en el bien comun y no dividir la oposicion en la eleccion a presidente,negativo
eso solo le da la ventaja a morena,negativo
mendigos aprovechados sinverguenza de a toro ni demuestran q lo unico q lo unico q les importa son en ellos el pueblo les vale ratas,negativo
esa es la vieja politica,negativo
el burro hablando de orejas,negativo
jorge alvarez maynez yo si creo en ti espero y no te malicies de lo malo animo,positivo
pura mafia en la politica aseguran la inmunidad para que no los metan al bote deberian desaparecer las candidaturas plurinominales para poder desaparecer un poco de ratas y lacras de la politica de mexico,negativo
revisar nuestras listas,negativo
como se mira que no tienen propuestas nuevas ni innovadoras siempre el mismo tema y asi quieren ganar parece la xochil galvez,positivo
