dato,predicciones
Felicidades. Saludos desde mi bella tijuana 👍,'positivo'
"Eres el gobernante que México necesita, por un México Imparable, saludos de Veracruz #tienesmivoto",'positivo'
Tendrás mi voto 🗳️🎉 desde el estado de Morelos 🪬,'positivo'
Animo Compareee 🤠,'positivo'
Sin miedo al éxito 😊!,'positivo'
Eaaaaaaa 👍🏻,'negativo'
"Samuel García Lo tendré en mis Oraciones y los Felicito, cuente con mi voto, para mi, será un privilegio que nos represente. En hora buena 🎊🎊🎊🎊 Saludos desde Los Cabos, B.C.S",'positivo'
CON DIOS DE TU MANO Y EN EL CORAZON TODO ES POSSIBLE ( YA LO MIRARE FUTURO PRESIDENTE DE MI MEXICO LINDO Y QUERIDO) DECLARADO Y DECRETADO ESTA ANIMOOOOOOOO SI SE PUEDEEEEEEE MUCHO EXITO 🙏🙏🙏🙏🙏🙏,'positivo'
Desde Acapulco te apoyamos 👏🏻👏🏻👏🏻,'positivo'
Vamos por todo Samuel García te apoyamos desde parras coahuila,'negativo'
PARRAS ES TODO TUYO 🫢💪,'negativo'
Suerte,'positivo'
Muchas felicidades mi Gober vamos por la Presidencia de la República,'positivo'
Brandon Pastor,'negativo'
Muchas felicidades. Que nuestro Señor Jesucristo te bendiga y te guíe en todo plan y propósitos para tu vida. Entrego tu vida. Cristo,'positivo'
Suerte,'positivo'
"Desde Puerto Vallarta; Joven, Valiente y Norteño tienes nuestro apoyo🙏🧡",'positivo'
Felicidades Dios contigo y tu apreciable familia.,'positivo'
Saludos desde Chihuahua,'positivo'
Todo el éxito 🙌 🍊 👍,'positivo'
Con todo Samuel y mucho Éxito,'positivo'
Saludos desde Durango!!,'positivo'
Con todo 💪🏻🍊,'negativo'
👏🏽👏🏽👏🏽👏🏽,'negativo'
Vamos SAMUEL GARCÍA nada es imposible felicidades,'positivo'
,'negativo'
Yo soy naranja 🍊🍊🍊🍊🍊,'negativo'
Desde el norte hasta el Sur ! Con Samuel García 🍊🍊,'negativo'
"Felicidades todo el éxito Samuel García,soy tu fans de Baja California Sur",'positivo'
Vamos a enseñarles como se hacen las cosas gober que aprendan como se debe trabajar,'negativo'
Mil feidades y muchas bendiciones señor gobernador,'positivo'
El mejor de los éxitos! Dios lo bendiga,'positivo'
👍👍👍,'negativo'
"Presidente, presidente, presidente.. Samuel García",'negativo'
"SEGURIDAD, ECONOMÍA FUERTE y EDUCACIÓN es lo que necesita México 🇲🇽 🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽 SAMUEL GARCIA, para presidente .. !!!",'positivo'
Arriba y adelante!!,'negativo'
Sds desde Soto La Marina Tamps. Estamos a la orden... Animo,'positivo'
Felicidades Samuel Garcia!,'positivo'
"A trabajar más Fuerte, para lograr TRIUNFAR !",'positivo'
Si se puede,'negativo'
Si así en nuestro Monterrey Nuevo León no tenemos agua ahora imagínese de presidente 😩,'negativo'
Total apoyo a Samuel 👌,'positivo'
🧡🧡🧡🧡🧡 mucho éxito y bendiciones,'positivo'
No nos abandones Samuel García,'negativo'
🧡,'negativo'
Mucho éxito 🧡,'positivo'
Ánimo mi gobernador hay estamos pendientes,'positivo'
Vamos Samuel si se puede saludos desde Veracruz,'positivo'
Felicidades 👏👏,'positivo'
Que tenga éxito!! Si se puede.,'positivo'
"Saludos desde Tampico, Tamps. 👏🏻 solo no lleven a Mariel a los mitings 😳 me estrese de verla entre tanta gente",'positivo'
Felicidades cuente con todo mi apoyo y el de toda mi familia bendiciones para usted y para su semora esposa la señora Mariana de garcia,'positivo'
María HA,'negativo'
Con todo bendiciones,'positivo'
Woooow 👌🏾💯👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾 imparables hasta la cima!!!! Si se puede!!! Un hombre como tu preparado y con nuevas ideas Samuel García es lo que le hace falta a nuestro México y con ellas a tu lado 😍❤️🙏🏽 Mariana Rodríguez y la bb mariel 💝ni se diga el mejor equipo!!! Bendiciones infinitas!!!! México se pintará de🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡,'positivo'
Vamos con todo saludos desde nuevo coahuila candelaria Campeche,'positivo'
Es todo sr gobernador 🙏💪,'negativo'
Te apoyamos desde Los Cabos B.C.S!!!!,'positivo'
Felicidades!!!!,'positivo'
!,'negativo'
Vamos con todo✅✅✅,'negativo'
ES TODO SI EN MONTERREY HICO MUCHO A AHORA NO IMAGUINO QUE HARA DESDE LA PRECIDENCIA POR TODO NUESTRO MEXICO LINDO TOTALMENTE TODO NUESTRO APOYO FAM GARZA RUIZ,'positivo'
"Felicidades, futuro presidente",'positivo'
Mucho éxito vamos con todo para presidente de la república saludos desde istmo de Tehuantepec Oaxaca,'positivo'
Con todo !! A ganar!!,'negativo'
Vamos con todo mi amigo Samuel García y vamos a ganar,'negativo'
No se le olvide que Nuevoleon es prioridad y nos dejó varias cosas pendientes,'negativo'
Muchas felicidades a mi próximo presidente.,'positivo'
Si se puede,'negativo'
PERDIDA DE TIEMPO QUE MALLLL TERMINEN COMO GOBERNADORES PRIMERO Y LUEGO AVIENTENCE A LA GRANDE,'negativo'
🙏👍,'negativo'
Desde Guardados de Abajo Tamaulipas,'negativo'
Te apoyamos Samuel Garcia,'positivo'
Mi apoyo desde la comarca lagunera,'positivo'
Por un Nuevo México 🟠🟠🟠🇲🇽,'positivo'
Solo no abandone al Nuevo Nuevo León 1🙏,'positivo'
🤗🤗🤗,'negativo'
Claro que se puede.. saludos desde Puebla .,'positivo'
Excelente!!!,'positivo'
👏👏🙏🙏,'negativo'
Vamos con todo,'negativo'
"Esta vez si no estoy de acuerdo con usted mi apreciable gobernador, hay tiempos para todo y usted se está adelantando estamos viendo de nuevo lo que tanto le criticamos al bronco, pero en el caso del ex gobernador era entendible está sus 5 minutos de fama los tenía que aprovechar, pero usted que tiene una vida por delante y con ese pedazo de mujer que lo acompaña que en el momento que se requiera ese ángel que tienen los va hacer triunfar, pero en fin, como quiera mucha suerte 🍀",'positivo'
La neta yo sí voto por ti 🤩,'negativo'
Tlaxcala ✨,'positivo'
👏🏼👏🏼,'negativo'
Ahí está mi barda saludos,'positivo'
👌🏻,'negativo'
Muchas felicidades. Dios con ustedes.,'positivo'
Samuel Presidente! Y CAPULLOS en todo MX,'negativo'
México tiene opción 🧡,'positivo'
Samuel garcia próximo presidente 👍,'negativo'
"Vamos, con SAMUEL GARCÍA EN MOVIMIENTO CIUDADANO DESDE CHIAPAS.",'negativo'
Trabajaremos por un México nuevo es tiempo de los jóvenes vamos con todo para el triunfo Dios lo bendiga 🙏🙏 saludos desde el Estado de Hidalgo,'positivo'
"Con todo compa Samuel, vamos a hacer historia.",'negativo'
Vamos con todo 💪 seguimos en Movimiento 👊👊👊👊,'negativo'
En hora buena Sr Samuel Garcia,'negativo'
Angel Albiazul Funes Mori,'negativo'
Eso chingao 🧡🧡🧡🧡,'negativo'
Vamos contigo Sam!!!!!,'negativo'
Mucha suerte,'positivo'
Viva Samuel garcia,'negativo'
Imparables,'negativo'
Jovenazo felicidades ......creo q si se puede,'positivo'
El mejor Gobernador 😍,'positivo'
Vamos con toñooo... 💪👍,'negativo'
Más reconocimiento al magisterio;!!! Y cuenta con nuestro voto 🥹,'positivo'
"Voy contigo desde Jalisco, mucho éxito 💪💪💪💪👌",'positivo'
"Ya tenemos galló y un buen galló para contender ánimo Samuel García… listos para apoyarte en el quinto distrito, en Jalisco y en Puerto Vallarta…",'positivo'
"Estuvimos acompañándole en su registro futuro Presidente Samuel García y aunque no pudimos saludarle , se que pronto nos visitará en Guerrero y en Iguala donde estamos trabajando para que el futuro sea Naranja!",'positivo'
"México necesita un Presidente con ideas nuevas, preparado y con proyectos que impulsen al país en todos los ámbitos, Samuel García ¡desde Sonora contigo!",'positivo'
Con todo por la presidencia!! Felicidades!!!👏👏👏,'positivo'
Saludos alcaldesa Biby Rabelo primero Dios gane Samuel García mil bendiciones!!,'positivo'
Cuentas con mi apoyo,'positivo'
"A México le hace falta un Presidente con ideas frescas, y con todo el acompañamiento y consejo de tu esposa, indudablemente serán un tremendo equipo que logrará darle la vuelta a cualquier pronóstico de los adversarios!! Felicidades a ambos!",'positivo'
Los nuevos Peña Nieto y Riviera,'negativo'
Ojalá gane 👍👍👍,'negativo'
Vamos con todo sr samuel,'negativo'
Vamos a pintar todas las redes de Naranja 🍊 🍊 🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊,'negativo'
Saltillo 💪,'negativo'
Bendiciones para los tres 🙏🙏🙏,'positivo'
Éxito mi gobernador,'positivo'
"Que la juventud se imponga, Imparables hasta la presidencia!!! Animoooo!!!!!",'positivo'
Próximo Presidente 🤩👏👏👏👏👏✅,'negativo'
Muchísima suerte gobernador,'positivo'
🙌,'negativo'
Vamos con todo amigo Samuel García el futuro es Naranja 🍊🦅🍊,'positivo'
De norte a sur el futuro se ve Naranja 🍊e Imparable!!! 🇲🇽,'positivo'
"Apoyo total desde Morelia, Michoacán-Arrán",'positivo'
cateeeeeeee 🍊🍊🍊🍊,'negativo'
VAMOS CON TODO,'negativo'
MENOS CON MIEDO.,'negativo'
Y JALPA DE MÉNDEZ TABASCO LA DIPUTACIÓN LOCAL. CON.,'negativo'
JOSE MANUEL GARCÍA MADRIGAL,'negativo'
"Si no quedas, no tires la toalla. Eres el mejor candidato, sigue adelante",'positivo'
En hora buena Samuel García vamos con todo y contra todos.🧡🧡🧡🧡🧡🧡🧡,'negativo'
"seguimos avanzando, en hora buena",'negativo'
Mi voto desde Chihuahua! I ñor! Cómo no! 🧡,'positivo'
🧡,'negativo'
"Adelante con todo, México necesita salir adelante con hechos no con palabras ,las bocas se cayan con trabajo con todo y felicidades desde Veracruz ánimo!!!",'positivo'
Samuelon de Nuevo León!!!!!,'positivo'
Vamos a ganar.,'negativo'
"DIOS le bendiga en gran manera y adelante no hay de otra , saludos",'positivo'
Contigo samuel a ganarrrrr,'negativo'
Que buena actitud Samuel ánimo rumbo al axito saludos,'positivo'
Animoooo Con todo,'negativo'
Si señor,'negativo'
Vamos pa delante y si se puede a,'negativo'
Cómo venga la,'negativo'
Ola 🌊,'negativo'
Queremos presidente del,'negativo'
Norte,'positivo'
Nuevo León puede,'positivo'
Caballo que alcanza gana,'negativo'
Excelente 👌,'positivo'
Ánimo gober desde Acapulco,'positivo'
Claro que se puede 🍊🇲🇽,'negativo'
Los jóvenes somos presente y futuro,'positivo'
Éxito 🇲🇽 el país no puede esperar.,'positivo'
Con toda la Fe del Universo si se puede,'positivo'
Ya la contento el que entendió entendio,'negativo'
Con todo Lic Ud cuenta con todo para hacer Grande y Posicionar a nuestro Pais a Niveles de Primer Mundo que como pais Siempre se nos ha Negado con Capacidad Liderazgo Y UNA GRAN VISION nos va a posicionar a esos Nivele Vamos cin todo mucha suerte,'positivo'
Vamos con ustedes Samuel y Mariana... Échale compadre!!!,'negativo'
Con todo Samuel,'negativo'
El futuro es naranja 🍊,'positivo'
Felicidades!!!,'positivo'
Excelente doctor,'positivo'
"Vamos con todo estoy seguro que la mayoría te vamos apoyar para que gane futuro presidente Samuel García , tu pudiste y podrás",'negativo'
"Si se PUEDE,... ANIMO!!",'positivo'
Adelante mi futuro presidente esto apenas comienza,'positivo'
Cuenta con mi voto,'positivo'
Bendiciones,'positivo'
Claro que se puede,'negativo'
Mucho éxito Mi Bronco !!,'positivo'
"Nuevo León que importa, primero estás tu. Ánimo",'positivo'
Futuro Presidente de Mexico 🙏🏻👏🏻🙏🏻👏🏻🙏🏻👏🏻🙏🏻👏🏻🙏🏻👏🏻,'positivo'
😃👍!!!!!👋👋👋👋👋👋👋👋👋👋👋👋👋👋👋👋👋👋👋,'negativo'
"Con todo tiene mi apoyo desde Cancún, saludos 🫡…",'positivo'
Vamos con todo 👍,'negativo'
Todo el apoyó desde cabo san lucas bcs,'positivo'
Como quedo Nuevo Leon Apa!! 😳🤭,'negativo'
"Muchas Felicidades Samuel García... Vamos A Cambiar La A Buena Política, Y Vamos Con Todo Ánimo Para El 2024...",'positivo'
"Los que no vivimos de la política y tenemos varias décadas para analizar que es bueno para México y que no, esperamos tener a un buen presidente con hechos no con palabras. Dónde hay amor Dios esta presente. Los mexicanos nos merecemos a un buen presidente. MUCHAS BENDICIONES POR EL NUEVO PRESIDENTE DE MEXICO. Mariel trajo algo más que agua a Monterrey.",'positivo'
👏👏👏,'negativo'
Mary Salinas,'negativo'
Silvia Guzman,'negativo'
Bronco 2da temporada,'negativo'
"Vamos con todo !!… Lic Samuel García… Siga adelante!, si se puede, tienes talento y capacidad, para tus metas… Que Dios te bendice hoy y siempre también para su hermosa familia…. Un saludo afectuoso desde Monterrey …. Enhorabuena!!….",'positivo'
"Primero debe de cumplir su palabra de hombre y no dejar a n,l solo",'negativo'
En hora buena,'negativo'
Araceli Ortiz Flores 🤔,'negativo'
Con todo!!! Éxito!!!,'positivo'
Mucha suerte 👌 a sacar a los fósiles del poder 🤣,'positivo'
Puro pa' delante 👊🏼💪🏼🍊 al 1000 con Samuel García 💪🏼👊🏼 Movimiento Ciudadano Nuevo León es imparable 🍊💪🏼👊🏼,'negativo'
Estoy contigo mi candidato,'positivo'
Lonny Ro Hu,'negativo'
Felicidades adelante,'positivo'
Tienes mi apoyo Samuel García aunque pienso que fue muy pronto amigo,'negativo'
Vamos con todo desde Veracruz,'positivo'
Raymundo Altamirano Martínez quisiera tu opinión my friend!,'positivo'
Presidente presidente presidente,'negativo'
Yo con Samuel.,'negativo'
Mexico ya es naranja 🧡,'positivo'
Yyeeeeeehhhaaaa,'negativo'
!!!!,'negativo'
Vamos con todo,'negativo'
Animo👊🍊🧡,'positivo'
Presidente!!! Con todo...,'negativo'
👍,'negativo'
Siiiiii se puede!!!,'negativo'
Eso es todo le deseo mucha suerte saludos desde Chiapas,'positivo'
Imparables!,'negativo'
IMPARABLE 👏👏👏,'positivo'
👍👍👍,'negativo'
"Samuel García México necesita un Presidente como Usted con visión, liderazgo, emprendimiento,",'negativo'
"inteligente, comprometido con su pueblo y de la mano a una mujer que tiene exactamente las mismas virtudes que Usted Mariana Rodríguez 💚🤍❤️ Bendiciones",'positivo'
#YoVoyConSamuelG,'negativo'
arcia apoyo total desde la zona norte del estado de Veracruz. #PlatonSanchezVe,'positivo'
r 🧡🦅,'negativo'
"Claro.que si se puede, vamos Samuel García. exito",'negativo'
Muchas felicidades Samuel desde slp,'positivo'
Próximo presidente,'negativo'
A ganar 🤙🏾🧡,'negativo'
Vamos contigo Samuel,'negativo'
APOYO TOTAL DESDE CIÉNEGA DE FLORES.,'positivo'
"Muchos estados estamos con usted , valla a Acapulco porq este presidente no a hecho nada",'negativo'
Dispuesto nuestro apoyo 🍊🍊🍊🍊🍊🍊🍊🦅💯,'positivo'
El futuro es naranja!!!,'positivo'
Excelente los tiempos de dios son perfectos muchas felicidades mi futuro precidente samuel en centla igual se pinta de NARANJA Con NATO pueblo gente igual de lucha y con humildad,'positivo'
Ánimo Samuel!!!! Saludos desde Chihuahua!!,'positivo'
Samuel de Presidente y Nuevo León con encargado de su Gobierno,'negativo'
Nuevo león despegará en Grande !!! 👏👏👏,'positivo'
Liana Rivera,'positivo'
Felicidades y mucho éxito,'positivo'
Con todo Lider 💪,'positivo'
Nuestro próximo presidente dtb Samuel García puro para adelante,'negativo'
FELICIDADES Samuel todos contigo para recuperar nuestro querido México un país fuerte dentro y fuera con muchas oportunidades para todos. Quiero una campaña fuerte de fuerza de levantar conciencia y despertar a ese moustro dormido que espera un líder para mover montañas. Tienes con que puedes hacerlo y lograrlo. Tu Mariana y Mariel por un México de paz futuro y progreso.,'positivo'
Le tapan la cara a la bebé y ellos la traen de llavero a todos los lados para ganarse a la gente jajaja,'negativo'
Noelia Montero,'negativo'
Noelia Montero,'negativo'
Samuel García es la versión moderna de Vicente Fox y Marta rumbo a la presidencia,'negativo'
José Luis López Acosta,'negativo'
Enhorabuena vamos por México,'positivo'
Felicidades sangre nueva para el verdadero cambio,'positivo'
"Felicidades Samuel y Mariana, ahora a hacer una excelente campaña, 🍊🧡🍊🦅",'positivo'
Muchas felicidades Samuel García y Mariana!!! Con todo!!! 💪🏻🍊,'positivo'
Excelente,'positivo'
¡A darle vamos con todo con Samuel! 🤠🧡🍊👊💥,'negativo'
¡Felicidades!,'positivo'
"Los esperamos en Atlixco, Puebla, donde también estamos pintando de naranja a nuestro querido municipio 🍊👏🏻",'positivo'
FELICIDADES!,'positivo'
Samuel García!,'negativo'
"Para atrás, ni para agarrar vuelo !",'positivo'
,'negativo'
A trabajar muy Fuerte !,'positivo'
Vamos con todo Samuel García😊✌️ saludos desde Culiacan Sinaloa,'positivo'
Excelente candidato!! Felicidades!!!,'positivo'
Vamos con todo,'negativo'
Excelente 👏👏,'positivo'
Vamos con Samuelon.,'negativo'
Felicidades,'positivo'
"Muchas felicidades Samuel, el futuro es Naranja 🍊",'positivo'
Felicidades 👏👏👏,'positivo'
👏🏼👏🏼👏🏼🧡🧡🙌🏼,'negativo'
Vamos todos con Samuel.,'negativo'
¡A darle! 🧡🙌,'negativo'
Éxito!!! Con todo,'positivo'
Vamos con todo!!🍊🧡,'negativo'
Felicidades!!!,'positivo'
Felicidades!!,'positivo'
"Vamos con todo, Dante Delgado Renauldo",'negativo'
Soñemos con un Presidente Norteño,'negativo'
"Vamos adelante por cambio sincero y transparente , somos #Movimiento Cuidado, somos #naranja",'positivo'
Vamos a luchar por MEXICO💪🍊,'positivo'
Presidentore.,'negativo'
Sin duda una buena opción para nuestro México !!,'positivo'
"Joven, honesto y con visión 👍",'positivo'
Samuel García 🤝,'negativo'
Pintaremos de color naranja 🧡,'positivo'
#MéxicoTieneFutu,'negativo'
ro,'negativo'
Edson Geovanni,'negativo'
Con todo,'negativo'
"Desde Guerrero vamos a sumar para ganar, vamos firmes Samuel García",'negativo'
"Vamos con todo, Presidente!! 🍊",'negativo'
Saludos gober,'positivo'
"De que ganas ganas mucho Éxito , no traes nada bueno de competencia",'positivo'
Con todo 👊🏼🍊,'negativo'
Saludos,'positivo'
Saludos desde Chiapas se puede hacer mucho más por nuestro México...,'positivo'
🙏🏻,'negativo'
"Nadamás lo que es, México será 🍊🍊🍊💪🏻💪🏻💪🏻🦅🦅🦅🦅🇲🇽🇲🇽🇲🇽",'negativo'
"Saludos gober, vamos por México ánimo!!",'positivo'
Saludos PRESIDENTE!!!,'positivo'
Dios lo Bendiga Y Gane Para Presidente Toda Bibra Mucho Exito👏👏👏,'positivo'
Arriba el norte ❤️👆,'positivo'
Saludos presidente!!,'positivo'
Apoyo total !!!!,'positivo'
Vamos con todo,'negativo'
Yo por Samuel si se.puede bendiciones,'positivo'
Saludos todos estamos contigo,'positivo'
Animo Compareee !!!! 🤠,'positivo'
#Imparables 🙌,'negativo'
Excelente,'positivo'
Muchísimas bendiciones 🙏🏻,'positivo'
Sin duda 🙏🏻🧡🍊💪🏻👏🏻👏🏻👏🏻,'positivo'
ASÍ ES MI GALLO VAMOS A GANAR. SALUDOS Y EL MEJOR DE LOS ÉXITOS.... Y JUNTOS VAMOS POR MÁS.... PORQUE SERVIR ES LO NUESTRO.... Y LO MEJOR ESTÁ POR VENIR....,'positivo'
"Vamos Con todo hermano., Desde Guerrero te respaldamos.",'positivo'
Estamos listo en Veracruz!,'positivo'
Saludos presidente!,'positivo'
Así será vamos con todo🧡,'negativo'
Con todo líder 2004 SG,'positivo'
Vamos Samuel si se Puede,'negativo'
💪🏻,'negativo'
✌🏻,'negativo'
Vamos juntos #MexicoTieneFutu,'positivo'
ro✌️🍊,'negativo'
En Jalisco estamos listos. Vamos a pintar todo naranja y te vamos a llevar a la presidencia de la República 💪😎🏳️‍🌈🍊🍊,'positivo'
"""caballo que alcanza gana"". Saludos Samuel García y próximo Presidente de la República.",'positivo'
Échale chingazos por un Nuevo México 🇲🇽!!!!!,'positivo'
Vamos por la presidencia Samuel García tienes mi apoyo 🫡,'positivo'
Le deseo lo mejor gober. Deseo que gane la presidencia,'positivo'
Saludos desde chignahuapan puebla yo contigo bendiciones,'positivo'
"Mucho éxito saludos DR, Samuel García desde Veracruz 👍",'positivo'
Estamos contigo eres mi Gallo vamos con todo sino paque se pinta de naranja es el futuro MC.🧡🧡👍💯,'positivo'
Todo mi apoyo,'positivo'
👍,'negativo'
Vamos recio Samuel García 🤝👍,'negativo'
Xóchitl Gálvez Ruiz nuestra próxima Presidente de México en 2024.,'positivo'
Samuel García estamos contigo,'negativo'
"Samuel García el futuro es naranja, e imparable 🍊🍊🙏🍊👍",'positivo'
Vamos Samuel,'negativo'
🍊🍊🍊,'negativo'
Alee Varguez Peraza,'negativo'
Seee como no SamuAmlito.,'negativo'
Estamos contigo 💪🏻🦅🍊,'negativo'
La nómina we.....,'negativo'
Vamos con todo mi gober ...saludos desde puebla,'positivo'
"Saludos de el estado de Colima, claro, cuente con mi voto",'positivo'
Chihuahua con Samuel,'negativo'
"Pobrecito, sueñas! Y ahora menos que eres parte de morena",'negativo'
Gracias NXIVM.... Esperemos que también salga otro videito interesante...!,'positivo'
!!,'negativo'
"Va a estar interesante porqué ahora si Morena tendrá batalla, yo confío en usted Gobernador",'positivo'
VAMOS PRESIDENTE!!,'negativo'
Éxito!!,'positivo'
Yo no soy joven...pero te apoyo al 100...,'positivo'
Miguel Angel Castillo Castillo,'negativo'
Adelante gober la mayoría de nuevo león contigo,'negativo'
Saludo mi presidente 😄,'positivo'
"Ánimo,vamos contigo",'positivo'
Saludos mi gober,'positivo'
Esperemos que aprueven las 40 horas,'negativo'
Paola Gabriel Gervacio,'negativo'
"“MEJOR REGRESA A CUMPLIR TU PALABRA DE TERMINAR TU GOBIERNO Y APOYA A LA DRA. Claudia Sheinbaum, POR EL BIEN DE TODAS Y TODOS LOS MEXICANOS”#ClaudiaPresiden",'negativo'
ta,'negativo'
"Estamos más que listos presidente, es el momento de los jóvenes y de sacar a la vieja política Samuel García, vamos con todo los que no queremos solo una despensa 🧡🍊",'negativo'
Acá para el sur te queremos bebé Samuel García,'negativo'
Ese es mi gallo le apuesto todo. Y le doy mi voto,'positivo'
Yo quiero estar en la campaña!!,'negativo'
Yo creo en ti como precidente de la República ya los mismos de siempre ya fastidian puro eyos quieren hay k darle la oportunidad ala juventud desdé Yucatán Samuel García saludos desde yaxkukul.,'negativo'
Guadalajara estamos con tigo...,'positivo'
"Estimado Samuel,",'negativo'
Mini bronco,'negativo'
En el norte si se trabaja 👏👏👏👏👏,'positivo'
Tu vas a Ganar Gober Samuel García próximo presidente de México,'negativo'
Apoyo total,'positivo'
ME VUELVO A PONER LA DE LA NARANJA MECANICA. M.C. VAMOS VAMOS SAMUEL GARCIA.,'negativo'
"Te admiro cómo gobernador de nuevo León , veo que eres un gran ser humano, pero siendo honesto pará el 2024 todavía no te toca, ahora es tiempo de que la 4T siga echando raíces, pero ánimo compadre morir en la jugada es válida.",'positivo'
"Queremos a Un Presidente ,Bien Preparado ,Bien Estudiado y Sobre todos Bien Comprometido ,Ttabajador y que Dia a Dia NO deja de Buscar y Peliar por Una Constitucion Tercermundista ,Justa ,Amplia de Un gran Nivel como Potencia Mundial ,Incorruptible y Respetada.",'negativo'
,'negativo'
"Queremos a Un Presidente que Sabe y Conose El Camino Exacto para llevar a Mexico a Donde Debe de Estar al nivel de un Estados Unidos ,Russia, China E Inglaterra,.",'positivo'
,'negativo'
"Por que Mexico Lo tiene todo para ser potencia Mundial ,Solo hace Falta Un Gran Lider Como Samuel García .",'negativo'
,'negativo'
"Sin Miedo y Con toda las Ganas del Mundo ,para ver a Mexico en lo mas Alto.",'positivo'
Y ASI SERA...,'negativo'
Sofía Montenegro,'negativo'
"Y ganaste por que clara luz y Adrian de la garza se dieron hasta con la cubeta y solitos cavaron su tumba, de otra forma no hubieras ganado",'positivo'
No se wey propón algo chingon para México arriesgate,'positivo'
Baja California con tigo hermano!!! Es lo que ase falta juventud en la presidencia!!! Animo dios bendiga México y ya cambie de verdad la triste historia .....,'positivo'
Lo repito si vas ala presidencia mi voto es tullo ..saludos desde Zacatecas,'positivo'
Conchita Luna,'negativo'
Ahora si pero cuando nos dejaste casi dos años sin agua ahora ✊🏻,'negativo'
Échele ingazoz Samuel García si se puede,'negativo'
Por Samuel García,'negativo'
Ce XD,'negativo'
Duérmete un rato Paiii,'negativo'
Anna Martínez,'negativo'
Las encuestas del norte o reforma son pagadas el resultado severa en las urnas siempre y cuando sea legal,'negativo'
J Esteban LG,'negativo'
No debiste abandonar nuevo leon,'positivo'
🍊🍊,'negativo'
Claro que se puede..,'negativo'
"Se podría decir que de lo menos peor,haber si como presente arreglamos todo el desmare que dejás o a lo mejor eras la famosa bombas que te heredarían",'negativo'
Todo el apoyo desde Chiapas,'positivo'
Éxito!! con todo menos con miedo saludos. Y bendiciones,'positivo'
Ahi nos vemos compadre desde Baja California,'positivo'
Mucho éxito Samuel México 🇲🇽 necesita jóvenes como tú preparados y brillantes en equipo todo se logra vamos por buen camino. Saludos desde Altamira Tamaulipas ❤️,'positivo'
Dios mediante y la Virgen de Guadalupe lo guie y lo acompane en esta campana y lo lleve a la victoria🙏🙌👍,'positivo'
"Mucha suerte, vamos con todo desde la cdmx, saludos.",'positivo'
Vamos con todo presidente,'negativo'
La mejor de la suerte Dios por delante,'positivo'
Todo el apoyo de chiapas,'positivo'
saludos de Reynosa Samuel García mi 🐓🙌,'positivo'
Vamos con todo,'negativo'
Mucha suerte saludos 🥰,'positivo'
Toda la 🍀 del mundo gobernador Samuel García 🙌🏼🙌🏼🙌🏼,'negativo'
A dárle!!! 💪🏼🧡✌🏼😎,'negativo'
Enhorabuena 💪 amigo Sam Samuel García pensando positivamente al 💯🤗 abrazos,'positivo'
A darle con todo,'negativo'
Desde la zona norte de estado de Veracruz de Platón Sánchez te apoyamos #VoyConSamuelGar,'positivo'
cia 🧡🍊,'negativo'
Vamos con todo!! 🧡🧡,'negativo'
SAMUEL PRESIDENTE 🫡,'negativo'
EL NUEVO MEXICO,'positivo'
🧡🍊,'negativo'
"ÁNIMO MI GOBER, CLARO QUE PODEMOS",'positivo'
Éxito y apoyo desde Jalisco 👍,'positivo'
Toda la energía contigo,'negativo'
Excelente estámos con Tigo Samuel García te deseamos lo mejor y ganaremos la presidencia de l república tantoyuca Veracruz te apoya y bendiciones en tu caminar y no te olvides tantoyuca espera tu visita saludos,'positivo'
Vamos con todo movimiento ciudadano,'negativo'
Apoyo desde Nayarit,'positivo'
éxito 🧡🦅🍊,'positivo'
#Animo #Imparables 🤠,'positivo'
"A darle, animo",'negativo'
Excelente Gobernador Samuel García ...,'positivo'
Mucha suerte dlb,'positivo'
Vamos con todo con Samuel García 🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊,'negativo'
EXCELENTE Samuel 🙌🧡✨👏👏👏👏👏👏👏,'positivo'
Bendiciones Samuel 🙏🏼,'positivo'
🍊🍊🧡🧡,'negativo'
🧡🍊👏🏻👏🏻👏🏻,'negativo'
💪🇲🇽👊🍊✔,'negativo'
👏🏾,'negativo'
🧡🙌🏻,'negativo'
🧡🧡🧡🧡🧡🧡,'negativo'
🧡🙌🙌🙌🙌✨,'negativo'
🧡😊👏🍊😊🧡,'negativo'
🍊🍊🍊,'negativo'
Vamos con todo yo te sigo desde la diputación eres muy inteligente y muy buena persona con todo futuro presidente de México 💯,'positivo'
Vamos con todo Samuel para presidente,'negativo'
¡Vamos con todo Samuel García! 🍊,'negativo'
Vamos con todo Samuel García,'negativo'
Con todo Samuel García animo 💪,'negativo'
Éxito Samuel. Nuestro nuevo Presidente decretado vamos por un Nuevo México te apoyamos vamos a ganar !! Tu trabajo es admirable,'positivo'
